"code_station","x_l93","y_l93","x_longitude","y_latitude","nb_reseaux_distincts","nb_resultats_fw_params","date_min_fw_params","date_max_fw_params","info_up_date"
"03273345",383751,6845241,-1.2935615769063669,48.62995417499906,0,1830,1990-02-12,2023-11-16,"2024-12-06"
"03274000",383715.41,6831750.91,-1.2841168430821908,48.5087667704735,0,794,2008-08-20,2024-05-10,"2024-12-06"
"03274420",381957.78,6840370.91,-1.3142500194358548,48.58533334847996,0,2164,1990-07-23,2024-08-23,"2024-12-06"
"03276786",772604,6908092,3.997419064315035,49.26834735622585,0,1369,2007-03-26,2021-11-24,"2024-12-06"
"03276988",805952,6932528,4.46167270534883,49.48330007085041,0,1380,2007-03-26,2022-11-17,"2024-12-06"
"03277367",719760,6935605,3.2727780116376213,49.51946115782067,0,1361,2007-03-27,2022-12-22,"2024-12-06"
"03277420",745071,6986015,3.6277064086042894,49.97108480597955,0,1497,2007-03-27,2024-08-26,"2024-12-06"
"03277600",716102,6945319,3.2226593748318884,49.60686136100595,0,1345,2007-03-27,2024-08-29,"2024-12-06"
"03277658",697650,6938502,2.9675427293886725,49.54579912429495,0,1349,2007-03-27,2024-08-21,"2024-12-06"
"03277728",698818,6940471,2.983669058321763,49.56349749065867,0,1380,2007-03-27,2024-08-30,"2024-12-06"
"04000100",794404.9,6414570,4.194331861485258,44.82386476205916,4,2005,1997-03-05,2024-07-11,"2024-12-06"
"04000580",777688.1,6417912,3.983395620218351,44.85602635432867,1,1122,1994-05-13,2024-06-04,"2024-12-06"
"04000592",768777.9,6418368,3.8706814324551613,44.86107340794278,1,303,2008-03-19,2024-06-11,"2024-12-06"
"04000600",772726.9,6421820,3.921178458357923,44.891747794475265,7,2308,1992-05-05,2024-06-05,"2024-12-06"
"04000650",791819.02,6422848.5,4.16316492637082,44.89873840025339,1,166,1999-03-16,2023-11-20,"2024-12-06"
"04000700",781996.3,6425955,4.039263679565604,44.92793845295973,3,1016,1993-05-26,2024-06-11,"2024-12-06"
"04000800",776819,6426843,3.9737895602275017,44.93652714400839,2,701,1997-09-01,2024-07-11,"2024-12-06"
"04000850",772661.9,6430054,3.921572388219042,44.96588488623338,2,441,2008-03-19,2022-11-16,"2024-12-06"
"04000920",772255,6433650,3.916941727057385,44.99830264850378,3,2214,1994-05-13,2024-07-11,"2024-12-06"
"04000948",783522.79,6433161.08,4.059834713323823,44.99263102195373,6,736,2005-10-04,2024-06-05,"2024-12-06"
"04001900",768213.8,6439216,3.8664367169325287,45.04882551459351,4,1222,1993-05-26,2024-06-11,"2024-12-06"
"04001940",766099.6,6435427,3.839073277812234,45.01491758598003,2,398,2008-03-12,2022-11-16,"2024-12-06"
"04001950",771858.16,6440112.62,3.9128542128417374,45.05652836662948,4,848,1998-02-12,2024-06-06,"2024-12-06"
