id,name,lat,lon
00394,Berlin,52.5903,13.3833
00399,Berlin-Alexanderplatz,52.5198,13.4057
00400,Berlin-Buch,52.6310,13.5021
00401,Berlin-Charlottenburg,52.5167,13.2667
00402,Berlin-Dahlem,52.4564,13.2997
00403,Berlin-Dahlem,52.4537,13.3017
00404,Berlin-Friedrichsfelde,52.5047,13.5215
00406,Berlin-Friedrichshain,52.5167,13.4167
00407,Berlin-Frohnau,52.6461,13.2858
00409,Berlin-Johannisthal,52.4500,13.5000
00410,Berlin-Kaniswall,52.4040,13.7309
00412,Berlin-Karlshorst,52.4833,13.5167
00413,Berlin-Kaulsdorf,52.5044,13.5799
00414,Berlin-Köpenick,52.4753,13.5899
00416,Berlin-Lichtenrade,52.4069,13.4127
00417,Berlin-Lichterfelde,52.4144,13.3036
00418,Berlin-Lichterfelde,52.4089,13.3316
00419,Berlin-Malchow,52.5753,13.4832
00420,Berlin-Marzahn,52.5447,13.5598
00421,"Berlin-Marzahn,",52.5333,13.5500
00422,Berlin-Mitte,52.5333,13.3833
00425,Berlin-Rudow,52.4044,13.4838
00426,Berlin-Schmöckwitz,52.3823,13.6236
00427,Berlin,52.3807,13.5306
00429,Berlin-Spandau,52.5667,13.1694
00430,Berlin-Tegel,52.5644,13.3088
00432,Berlin-Tegeler,52.6044,13.2952
00433,Berlin-Tempelhof,52.4676,13.4020
00434,Berlin-Treptow,52.4553,13.4699
00435,Berlin-Zehlendorf,52.4289,13.2327
00436,Berlinchen,53.2160,12.5815
00437,Berlingerode,51.4554,10.2357
00438,Schwarzenberg-Bermsgrün,50.5241,12.7759
00439,"Bernau,",47.8230,12.3974
00440,Bernau-Goldbach,47.8150,8.0256
00441,Bernau-Kaiserhaus,47.8000,8.0333
00442,Bernbeuren,47.7333,10.7833
00443,Bernbeuren-Prachtsried,47.7388,10.7448
00444,Bernbruch,51.1843,12.6587
00445,Bernburg/Saale,51.8218,11.7110
00446,Berne-Katjenbüttel,53.1553,8.5395
00447,"Berneck,",50.0415,11.6479
00448,Bernhardswald-Hauzendorf,49.1265,12.2649
00449,Bernhardswald-Kürn,49.1201,12.2152
00450,Bernkastel-Kues,49.9186,7.0664
00451,Bernried/Niederbayern,48.9207,12.9267
00452,"Bernsdorf,",51.3734,14.0660
00453,Bernsgrün,50.5667,12.0500
00454,Rehungen,51.3798,10.5229
00455,Bersenbrück,52.5500,7.9508
00456,Berßel,51.9542,10.7568
00457,Berthelsdorf,51.0571,14.2283
00458,"Bertrich,",50.0699,7.0306
00459,Bertsdorf,50.8871,14.7364
00460,Berus,49.2641,6.6868
00461,Beschotenweg,53.1833,7.3000
00462,Besdorf,54.0500,9.3500
00463,Bestwig-Nuttlar,51.3718,8.4307
00464,Bethau,51.6723,13.0002
00465,Rhönblick-Bettenhausen,50.5561,10.2891
00466,Betzenstein,49.6800,11.4172
00467,Beulich,50.1833,7.4500
00468,Beuren,49.7291,6.9175
00469,"Bevensen,",53.0833,10.5667
00470,Beverungen,51.6709,9.3756
00471,Bexbach-Höchen,49.3853,7.2692
00472,Beyendorf-Sohlen,52.0483,11.6413
00473,Sotterhausen,51.4526,11.3969
00474,Warthausen-Birkenhard,48.1252,9.7639
00475,Biberbach-Markt,48.5347,10.8119
00476,Biblis,49.6896,8.4179
00477,"Bibra,",51.2068,11.5803
00478,Biebergemünd-Bieber,50.1607,9.3342
00479,Wächtersbach,50.2435,9.2892
00480,Biedenkopf-Wallau,50.9275,8.4937
00481,Biedenkopf,50.9518,8.5321
00483,Bielatal,50.8732,14.0382
00484,Bielefeld,52.0358,8.5637
00485,Bielefeld-Altenhagen,52.0439,8.6368
00486,Bielefeld-Brackwede,51.9833,8.5167
00487,Bielefeld-Senne,51.9836,8.5540
00488,Bielefeld-Sennestadt,51.9394,8.5932
00489,Biendorf,51.7504,11.8532
00490,Bienenbüttel-Bargdorf,53.1173,10.4902
00491,Bieringen,49.3500,9.5333
00492,Biesenrode,51.6054,11.3855
00493,Billerbeck,51.9622,7.3073
00494,"Bingen,",48.1135,9.2756
00495,Bingen-Büdesheim,49.9453,7.9019
00496,Binz,54.3941,13.6045
00497,Birgland-Fürnried,49.4553,11.5975
00498,Ühlingen-Birkendorf,47.7452,8.3111
00499,"Birnbach,",48.4416,13.0951
00500,Birstein-Fischborn,50.3824,9.3020
00501,Birx,50.5296,10.0485
00502,Bischbrunn,49.8747,9.4883
00503,Rosenbach-Bischdorf,51.0938,14.7442
00504,Lübbenau/Spreewald-Bischdorf,51.7982,13.9716
00505,Bischhagen,51.4268,10.0932
00506,Bischofroda,51.0537,10.3659
00507,Bischofrode,51.4876,11.5339
00508,Bischofsgrün,50.0539,11.8149
00509,Bischofsgrün,50.0509,11.7936
00510,Bischofsheim/Rhön,50.3988,10.0016
00511,Bischofsmais,48.9184,13.0795
00512,Bischofswerda,51.1346,14.1904
00513,Bischofswiesen,47.6458,12.9567
00514,Bischofswiesen-Engedey,47.6141,12.9470
00515,Bischofswiesen-Loipl,47.6523,12.9253
00516,Bischofswiesen-Winkl,47.6871,12.9412
00517,Bismark,52.6600,11.5518
00518,Bispingen-Steinbeck/Luhe,53.1158,10.0693
00519,Bispingen-Wilsede,53.1660,9.9638
00520,Bissendorf-Holte-Sünsbeck,52.2105,8.1938
00521,Bissendorf-Schledehausen,52.2834,8.2510
00522,Bissingen,48.7092,10.6283
00523,Bitburg,49.9797,6.5325
00524,Bitterfeld,51.6333,12.3167
00525,Bitz,48.2435,9.1007
00526,"Blankenburg,",50.6738,11.2805
00527,Blankenburg/Harz,51.7901,10.9714
00528,Blankenfelde,52.3333,13.4000
00529,Blankenhagen,54.1732,12.3415
00530,Blankenhain,50.8599,11.3439
00531,Crimmitschau-Blankenha.,50.8107,12.3082
00533,Blankenheim-Ahrhütte,50.3844,6.7375
00535,Blankenrath,50.0372,7.3079
00536,Blankenstein,50.3991,11.6919
00537,Blaubeuren-Wennenden,48.4369,9.7443
00538,Blaufelden,49.3000,9.9667
00539,Blaufelden-Gammesfeld,49.3120,10.0905
00540,Blaustein-Bermaringen,48.4618,9.8361
00541,Bleckede,53.2902,10.7318
00542,Bleckede-Walmsburg,53.2401,10.8522
00543,Bleicherode,51.4468,10.5740
00544,Blesendorf,53.2024,12.3345
00545,Blieskastel,49.2367,7.2528
00546,Blieskastel-Brenschelbach,49.1512,7.3601
00547,Blindheim,48.6326,10.6218
00548,Blumberg,47.8422,8.5362
00549,"Blumberg,",52.6067,13.6049
00550,Bobeck,50.9041,11.7985
00551,Weischlitz-Heinersgrün,50.3887,11.9955
00552,Bobingen,48.2638,10.8215
00553,Bocholt,51.8380,6.6107
00554,Bocholt-Liedern,51.8293,6.5365
00555,Bochum,51.5026,7.2289
00556,Bochum-Altenbochum,51.4833,7.2500
00557,Bochum-Langendreer,51.4667,7.3167
00558,Bochum-Weitmar,51.4500,7.2000
00559,Bockau,50.5399,12.6853
00560,Bockenem,52.0145,10.1322
00561,Bockhorn-Grabstede,53.3670,7.9679
00562,Bockhorn/Oberbayern,48.3285,12.0032
00563,"Bocklet,",50.2649,10.0827
00564,Boddin-Langnow-Heidelberg,53.0963,12.3137
00565,Durach-Bodelsberg,47.6844,10.4119
00566,Bodenfelde,51.6929,9.4547
00567,Bodenfelde-Amelith,51.6957,9.5135
00568,Bodenhäusle,48.1833,8.1167
00569,Bodenkirchen-Aich,48.4241,12.4054
00570,Bodenmais-Mais,49.0768,13.0765
00571,"Bodenteich,",52.8473,10.6696
00572,Bodenwöhr-Altenschwand,49.2986,12.2400
00573,Bodman-Ludwigshafen,47.7949,9.0457
00574,Bodnegg-Billen,47.7167,9.6833
00575,Böbing,47.7530,10.9865
00576,Böblingen,48.6759,8.9732
00577,Böhmfeld,48.8667,11.3667
00578,Böhming,48.9451,11.3667
00579,Rossau-Moosheim,51.0133,13.0969
00580,Boek,53.4054,12.7861
00581,Groß,53.9853,11.9981
00582,Bönnigheim,49.0368,9.0875
00583,Börfink-Thranenweier,49.7067,7.0973
00584,Lossatal-Voigtshain,51.4075,12.8626
00585,"Börnicke,",52.6892,12.9350
00586,Bösleben,50.8241,11.0589
00587,Böttingen,48.1063,8.8032
00588,Boffzen,51.7520,9.3953
00589,Bogen-Pfelling,48.8846,12.7453
00590,Boitin,53.7490,11.9799
00591,Boizenburg,53.3911,10.6878
00592,Bokel,53.8634,9.7344
00593,"Boll,",48.6397,9.6233
00594,"Boll,",48.6407,9.6136
00595,Oberbarnim-Grunow,52.6046,14.0363
00596,Boltenhagen,54.0027,11.1908
00597,Bondorf,48.5251,8.8329
00598,Bonn,50.7285,7.0839
00599,Bonn-Friesdorf,50.7055,7.1467
00602,Bonn-Poppelsdorf,50.7167,7.1000
00603,Königswinter-Heiderhof,50.7293,7.2040
00604,Bonndorf/Schwarzwald,47.8194,8.3348
00605,Bonndorf/Schwarzwald,47.8167,8.3333
00606,Boos,48.0790,10.1977
00608,Bopfingen-Flochberg,48.8474,10.3644
00609,Bopfingen-Baldern,48.9015,10.3121
00610,"Boppard-Salzig,",50.2028,7.6365
00611,Bordesholm,54.1711,10.0433
00612,Borg,49.5000,6.4333
00613,Borgentreich,51.5677,9.2324
00614,Borgentreich-Bühne,51.5709,9.3120
00615,Borgloh,52.1833,8.1833
00616,Borgstedt,54.3333,9.7167
00617,Borken,51.8730,6.8863
00618,Borken/Hessen-Gombeth,51.0640,9.2956
00619,Borkum-Süderstraße,53.5788,6.6703
00621,Borler,50.3127,6.8260
00622,Westheide-Born,52.3745,11.4655
00623,Borna,51.1500,12.4667
00624,Bornhagen,51.3443,9.9465
00625,Bornhöved,54.0667,10.2333
00626,Bornum,51.9797,12.2066
00628,Borstel,53.8306,10.1799
00629,Bosau-Hutzfeld,54.0890,10.4845
00630,Wanzleben-Börde,52.0193,11.4059
00631,Bottrop,51.5500,6.9500
00632,Bovenden,51.5890,9.9232
00633,Boxberg,51.4041,14.5681
00634,Boxberg-Seehof,49.4442,9.6458
00637,Petersberg-Hohen,51.5668,12.0677
00638,Bracht,51.2833,6.2000
00639,Brachttal-Spielberg,50.3074,9.2753
00640,Limbach-Oberfrohna-Bräunsdorf,50.8685,12.7237
00641,Oberschöna-Bräunsdorf,50.9407,13.2194
00642,Brake,53.3518,8.4969
00643,Brake-Süderfeld,53.2960,8.4529
00644,Brakel,51.7049,9.1738
00645,Bramsche,52.4083,7.9682
00646,"Bramstedt,",53.9362,9.9532
00647,Brand/Oberpfalz,49.9589,11.9125
00648,Brande-Hörnerkirchen,53.8551,9.7152
00650,Brandenburg-Görden,52.4136,12.5503
00652,Hagenbüchach,49.5353,10.7706
00653,Brannenburg-Degerndorf,47.7241,12.1092
00654,Braunfels,50.5228,8.3978
00655,Braunichswalde,50.8007,12.2268
00656,Braunlage,51.7234,10.6021
00657,Braunlage-Hohegeiß,51.6634,10.6690
00658,Braunlage-Hohegeiß,51.6667,10.6667
00659,Braunschweig,52.2667,10.5167
00660,Braunschweig-Gliesmarode,52.2744,10.5656
00661,Braunschweig,52.2708,10.5334
00662,Braunschweig,52.2915,10.4464
00663,Braunsdorf,50.8832,13.0192
00664,Brebel,54.6333,9.7333
00665,Brechen-Niederbrechen,50.3669,8.1683
00666,Breckerfeld,51.2437,7.4089
00667,Breckerfeld-Zurstraße,51.2998,7.4625
00668,Breddenberg,52.9556,7.6165
00669,Breddin,52.8829,12.1753
00670,Bredereiche,53.1363,13.2394
00671,Breklum-Riddorf,54.6152,8.9886
00672,Breese,53.0010,11.7954
00673,Brehna,51.5559,12.1991
00674,Breisach,48.0222,7.5845
00676,Breitenbach-Machtlos,50.8046,9.4845
00677,Breitenbrunn-Fürbuch,48.1266,10.3649
00678,Breitenbrunn/Oberpfalz,49.1026,11.5683
00679,Breitenfelde,53.6000,10.6333
