point_id,year,ArsenAs mg*kg-1,Azot amonowyNNH4 mg*kg-1,Azot azotanowyNNO3 mg*kg-1,Azot ogólny%,"BN-78/9180-11: 0,1-0,02 mmudział w %","BN-78/9180-11: 1,0-0,1 mmudział w %",BN-78/9180-11: < 0.02 mmudział w %,BarBa mg*kg-1,BerylBe mg*kg-1,ChromCr mg*kg-1,CynkZn mg*kg-1,Fosfor przyswajalnymg P2O5* 100g-1,Fosfor%,"Glin wymienny ""Al""cmol(+)*kg-1",Glin%,KadmCd mg*kg-1,KobaltCo mg*kg-1,Kwasowośc wymienna (Hw)cmol(+)*kg-1,Kwasowość hydrolityczna (Hh)cmol(+)*kg-1,LantanLa mg*kg-1,LitLi mg*kg-1,Magnez przyswajalnymg Mg*100g-1,Magnez wymienny (Mg2+)cmol(+)*kg-1,Magnez%,ManganMn mg*kg-1,MiedźCu mg*kg-1,NikielNi mg*kg-1,"Odczyn ""pH "" w zawiesinie H2OpH","Odczyn ""pH "" w zawiesinie KClpH",OłówPb mg*kg-1,"PTG 2008: 0,05-0,002 mmudział w %","PTG 2008: 2,0-0,05 mmudział w %",PTG 2008: < 0.002 mmudział w %,Pestycydy - zwiazki nie chlorowe - atrazinmg*kg-1,Pestycydy - zwiazki nie chlorowe - carbarylmg*kg-1,Pestycydy - zwiazki nie chlorowe - carbofuranmg*kg-1,Pestycydy chloroorganiczne - DDT/DDE/DDDmg*kg-1,Pestycydy chloroorganiczne - aldrinmg*kg-1,Pestycydy chloroorganiczne - alfa-HCHmg*kg-1,Pestycydy chloroorganiczne - beta-HCHmg*kg-1,Pestycydy chloroorganiczne - dieldrinmg*kg-1,Pestycydy chloroorganiczne - endrinmg*kg-1,Pestycydy chloroorganiczne - gamma-HCHmg*kg-1,Pojemność sorpcyjna gleby (T)cmol(+)*kg-1,Potas przyswajalnymg K2O*100g-1,Potas wymienny (K+)cmol(+)*kg-1,Potas%,Przewodnictwo elektryczne właściwemS*m-1,Próchnica%,RadioaktywnośćBq*kg-1,RtecHg mg*kg-1,Siarka przyswajalnamg S-SO4*100g-1,Siarka%,Stosunek C/Nnan,StrontSr mg*kg-1,Suma kationów wymiennych (S)cmol(+)*kg-1,Sód wymienny (Na+)cmol(+)*kg-1,Sód%,WWA - antracenµg*kg-1,WWA - benzo(a)antracenµg*kg-1,WWA - benzo(a)fluorantenµg*kg-1,WWA - benzo(a)pirenµg*kg-1,WWA - benzo(b)fluorantenµg*kg-1,WWA - benzo(ghi)perylenµg*kg-1,WWA - benzo(k)fluorantenµg*kg-1,WWA - chryzenµg*kg-1,"WWA - dibenzo(a,h)antracenµg*kg-1",WWA - fenantrenµg*kg-1,WWA - fluorantenµg*kg-1,WWA - fluorenµg*kg-1,"WWA - indeno(1,2,3-cd)pirenµg*kg-1",WWA - naftalenµg*kg-1,WWA - pirenµg*kg-1,WanadV mg*kg-1,Wapń wymianny (Ca2+)cmol(+)*kg-1,Wapń%,Wielopierscieniowe weglowodory aromatyczne suma 13 WWAµg*kg-1,Wysycenie kompleksu sorpcyjnego kationami zasadowymi (V)%,Węgiel organiczny%,Węglany (CaCO3)%,Zasoleniemg KCl*100g-1,Żelazo%
411,2010,,,,0.241,40.0,11.0,49.0,81.8,0.63,17.3,212.6,105.0,0.143,,0.99,1.06,8.55,,1.35,11.4,8.5,17.4,2.47,0.33,594.0,28.5,15.5,7.8,7.2,55.9,73.0,19.0,8.0,,,,,,,,,,,25.62,43.1,2.03,0.2,15.69,4.82,784.0,,3.54,0.05,11.6,23.6,24.27,0.08,0.01,,,,,,,,,,,,,,,,23.2,19.7,1.31,6015.9,94.73,2.8,3.1,41.42,1.6
411,2015,6.31,17.92,13.16,0.18,46,15,39,66.6,0.56,16.7,129.6,42.7,0.09,,0.96,0.87,7.87,,1.73,10.8,8.7,13.7,0.49,0.23,508,20.1,14.4,7.1,6.8,38.9,71,24,5,"<0,001","<0,001","<0,001",0.002,0.004,"<0,001","<0,001","<0,001","<0,001","<0,001",20.17,23.5,1.45,0.14,16.99,3.75,985,0.12,2.62,0.034,12.1,15.9,18.44,0.05,0.005,98.5,423.2,58.2,351.4,544.2,186.1,193.2,443.4,55.7,479.9,1288.2,36.5,252.0,33.8,1185.7,22.1,16.46,0.75,5537.9,91.42,2.17,1.41,44.85,1.55
411,2020,5.03,5,7.8,0.03,25,33,42,85.2,"<2,00",22.2,43.6,"<1,00",0.046,0.01,0.52,"<0,50",8.31,0.1,3.2,17.69,20.5,15.8,2.27,0.11,304,9.09,17.7,6.1,5,13.8,43,42,15,,,,,,,,,,,13.6,9.5,0.3,0.12,"<1,00",2.53,680,"<0,100",2.9,0.012,49,12,8.87,"<0,10",0.005,"<25,0",41,"<25,0",39,"<25,0",34,"<25,0",27,"<25,0","<25,0",44,"<25,0",41,"<25,0",34,28.8,6.3,0.12,260,65.22,1.47,0.2,"<10,00",0.73
413,1995,,,,0.16,34.0,30.0,36.0,105.0,0.67,23.5,86.7,16.4,0.082,,2.1,0.56,3.95,,2.0,12.6,21.7,9.4,1.17,0.44,843.0,19.7,26.7,6.7,5.9,19.2,,,12.0,,,,,,,,,,,14.77,29.6,0.81,0.43,13.67,3.12,585.0,,1.75,0.026,11.3,14.2,12.77,0.06,0.015,,,,,,,,,,,,,,,,46.7,10.73,0.3,1027.0,86.46,1.81,,36.1,1.87
413,2000,,,,0.18,35.0,24.0,41.0,111.0,0.73,24.2,98.3,20.0,0.1,,1.82,0.7,4.95,,2.1,13.1,23.2,10.7,1.31,0.37,867.0,21.7,29.3,6.9,5.9,20.1,,,10.0,,,,,,,,,,,14.44,34.9,0.95,0.36,12.2,2.96,594.0,,1.88,0.026,9.5,16.1,12.34,0.1,0.011,,,,,,,,,,,,,,,,40.0,9.98,0.27,663.0,85.46,1.72,,32.2,1.92
413,2005,,,,0.17,34.0,21.0,45.0,115.2,0.67,20.3,105.6,24.9,0.101,,2.15,0.67,4.96,,2.68,10.7,18.5,11.9,0.9,0.4,884.0,20.4,30.3,6.3,5.5,26.3,,,10.0,,,,,,,,,,,17.77,25.9,0.34,0.39,9.6,2.73,608.0,,1.45,0.03,9.3,19.2,15.09,0.06,0.017,,,,,,,,,,,,,,,,46.0,13.79,0.48,1198.0,84.92,1.58,,25.3,2.13
413,2010,,,,0.187,36.0,21.0,43.0,103.9,0.64,22.9,101.2,2.0,0.068,0.88,1.17,0.57,9.58,1.14,6.15,9.1,14.9,11.0,0.75,0.3,850.0,20.1,29.7,5.8,4.3,28.5,56.0,36.0,8.0,,,,,,,,,,,14.1,12.9,0.33,0.13,4.7,3.03,579.0,,1.24,0.025,9.4,9.9,7.95,0.05,0.007,,,,,,,,,,,,,,,,25.8,6.82,0.3,1192.6,56.38,1.76,,12.41,2.17
413,2015,5.08,9.12,3.07,0.17,36,25,39,88.2,0.57,21.5,86.3,2.5,0.06,1.42,0.91,0.58,9.09,1.84,6.9,7.7,13.9,9.0,0.28,0.26,826,18.8,30.2,4.6,3.4,43.4,54,39,7,"<0,001","<0,001","<0,001",0.002,0.001,"<0,001","<0,001","<0,001","<0,001","<0,001",13.41,10.8,0.93,0.09,4.39,2.7,605,0.06,0.64,0.025,9.2,9.1,6.51,0.04,0.004,11.5,63.9,15.0,64.1,106.2,43.6,37.2,73.0,17.2,56.5,132.0,5.9,57.9,11.6,106.0,22.0,5.26,0.15,775.0,48.54,1.57,,11.59,1.75
413,2020,8.04,43.7,56.1,0.23,29,54,17,142,"<2,00",38.9,123,1.9,0.075,0.01,1.53,0.91,12.5,0.16,4.7,8.75,22.7,9.4,1.05,0.5,1140,23.7,42,6.4,4.9,44,29,67,4,,,,,,,,,,,21.3,13.6,0.39,0.22,6.82,6.84,477,"<0,100",1.4,0.016,17.26,17.5,14.04,"<0,10",0.006,"<25,0",73,94,77,"<25,0",51,73,89,"<25,0",48,146,"<25,0",69,"<25,0",116,41.6,12.6,0.17,742,65.92,3.97,0.06,18,2.51
415,1995,,,,0.158,25.0,51.0,24.0,116.3,0.73,17.2,115.0,56.0,0.082,,1.17,0.55,3.25,,1.05,12.9,17.0,12.2,1.32,0.32,420.0,19.2,20.7,7.0,6.3,18.8,,,5.0,,,,,,,,,,,18.21,22.7,0.69,0.27,15.65,3.81,492.0,,1.13,0.022,14.0,30.3,17.16,0.18,0.022,,,,,,,,,,,,,,,,33.3,14.97,0.54,2835.0,94.23,2.21,0.54,41.3,1.51
415,2000,,,,0.17,29.0,46.0,25.0,109.7,0.67,18.7,128.3,61.0,0.099,,1.05,0.71,4.25,,1.13,13.9,18.5,11.8,1.2,0.32,450.0,19.2,22.0,7.6,7.0,20.3,,,7.0,,,,,,,,,,,16.39,23.4,0.66,0.22,16.9,3.82,588.0,,1.0,0.027,13.0,28.4,15.26,0.13,0.018,,,,,,,,,,,,,,,,28.0,13.27,0.67,2559.0,93.11,2.21,0.55,44.6,1.48
415,2005,,,,0.167,37.0,32.0,31.0,105.9,0.57,15.2,118.2,65.0,0.085,,1.2,0.52,3.76,,1.28,12.3,16.4,10.0,1.35,0.33,502.0,20.7,25.3,7.2,6.7,21.3,,,9.0,,,,,,,,,,,16.22,18.6,0.36,0.24,12.3,3.85,662.0,,1.13,0.034,9.3,26.6,14.94,0.16,0.014,,,,,,,,,,,,,,,,27.6,13.07,0.66,2189.0,92.11,1.55,,32.4,1.83
415,2010,,,,0.183,39.0,25.0,36.0,95.8,0.56,17.1,99.4,5.2,0.063,0.76,0.96,0.45,7.15,1.02,6.08,8.0,17.4,13.7,0.81,0.26,473.0,17.7,24.7,5.6,4.2,23.8,52.0,41.0,7.0,,,,,,,,,,,12.72,19.0,0.43,0.13,6.37,3.24,653.0,,1.3,0.031,10.3,8.7,6.64,0.05,0.005,,,,,,,,,,,,,,,,19.7,5.35,0.26,709.9,52.21,1.88,,16.81,1.66
415,2015,5.07,8.0,"<1,00",0.22,39,28,33,81.3,0.61,17.4,82.4,3.2,0.06,0.89,0.91,0.43,7.25,1.28,6.6,6.1,18.4,11.3,0.41,0.24,417,15.5,22.0,4.7,3.5,23.9,49,45,6,"<0,001","<0,001","<0,001",0.008,0.001,"<0,001","<0,001","<0,001","<0,001","<0,001",12.12,20.3,1.14,0.16,4.63,2.89,829,0.08,0.8,0.027,7.6,8.8,5.52,0.06,0.007,6.9,32.7,8.4,38.8,90.1,42.0,28.2,52.1,12.4,50.9,77.4,2.9,49.1,20.8,64.1,20.2,3.92,0.12,547.6,45.55,1.68,,12.22,1.7
415,2020,6.37,2.3,34.9,0.17,25,62,13,107,"<2,00",22.4,94.6,10.6,0.063,"<0,0022",2.67,0.64,7.79,0.33,5.7,12.5,28.9,12.9,1.18,0.86,471,15.4,22.8,5.7,4.7,30.5,21,75,4,,,,,,,,,,,16.1,19.3,0.51,0.95,6.82,4.67,554,0.1,"<1,00",0.024,15.94,13.8,8.89,"<0,10",0.009,"<25,0",81,"<25,0",87,125,78,81,110,"<25,0",57,166,"<25,0",127,"<25,0",127,25.1,7.2,2.52,1039,55.22,2.71,0.14,18,3.64
417,1995,,,,0.11,46.0,7.0,47.0,60.0,0.47,13.5,61.7,1.9,0.056,2.08,1.5,0.56,3.95,2.5,7.2,18.4,11.8,6.4,0.46,0.23,308.0,14.0,9.7,5.0,3.8,43.7,,,8.0,,,,,,,,,,,10.44,4.5,0.23,0.2,4.76,2.64,702.0,,1.13,0.027,13.9,12.6,3.24,0.06,0.01,,,,,,,,,,,,,,,,40.0,2.49,0.1,822.0,31.03,1.53,,12.6,1.39
417,2000,,,,0.146,46.0,8.0,46.0,56.7,0.4,14.2,65.0,1.4,0.07,1.61,1.28,0.7,4.18,2.01,6.72,16.4,10.6,9.0,0.61,0.18,293.0,12.8,8.8,5.4,4.2,43.5,,,7.0,,,,,,,,,,,10.55,7.0,0.27,0.17,6.6,2.98,808.0,,1.13,0.027,11.8,11.3,3.83,0.06,0.007,,,,,,,,,,,,,,,,40.0,2.89,0.11,1209.0,36.3,1.73,,17.4,1.22
417,2005,,,,0.117,49.0,5.0,46.0,64.9,0.37,13.8,69.9,1.0,0.08,1.47,1.29,0.56,4.06,1.84,6.37,14.2,9.3,9.9,0.86,0.2,336.0,13.9,10.0,4.9,3.8,50.9,,,6.0,,,,,,,,,,,10.57,5.0,0.13,0.18,6.3,2.93,797.0,,1.63,0.024,14.5,11.0,4.2,0.02,0.01,,,,,,,,,,,,,,,,35.6,3.19,0.14,919.0,39.74,1.7,,16.6,1.46
417,2010,,,,0.212,53.0,7.0,40.0,57.4,0.42,13.8,107.0,2.1,0.062,0.63,0.88,0.71,4.71,1.0,7.2,13.0,7.8,14.4,1.23,0.16,340.0,12.3,9.4,5.6,4.5,45.4,79.0,17.0,4.0,,,,,,,,,,,13.52,22.1,0.69,0.1,7.39,3.72,703.0,,1.0,0.023,10.2,8.1,6.32,0.07,0.008,,,,,,,,,,,,,,,,22.3,4.33,0.12,2408.0,46.75,2.16,,19.5,1.34
417,2015,7.09,13.19,2.83,0.2,50,8,42,70.2,0.68,19.4,104.9,1.8,0.05,2.01,1.29,0.81,6.07,2.4,6.38,14.9,11.7,10.5,0.4,0.22,386,14.7,13.0,4.9,3.7,47.6,80,17,3,"<0,001","<0,001","<0,001",0.199,"<0,001","<0,001","<0,001","<0,001","<0,001","<0,001",11.46,20.6,1.07,0.14,6.06,3.24,919,0.12,0.75,0.023,9.4,11.2,5.08,0.01,0.009,16.2,118.5,29.6,121.1,179.9,87.4,65.3,119.5,29.4,77.3,262.7,8.7,109.0,13.0,223.6,29.3,3.59,0.15,1418.6,44.32,1.88,,16.0,1.59
417,2020,6.6,7.2,39.9,0.13,33,46,21,70,"<2,00",17.1,91.5,9.1,0.046,"<0,0022",1.5,0.85,5.35,0.12,2.1,17.78,13.1,16.9,1.65,0.18,387,11.1,11.5,7.2,7,39.5,38,57,5,,,,,,,,,,,27.3,7.8,0.3,0.13,9.47,3.62,633,0.14,3.3,0.009,16.15,17.4,26.35,"<0,10",0.004,27,146,171,147,"<25,0",128,133,174,42,125,350,"<25,0",178,"<25,0",277,25.4,24.4,0.27,1727,96.52,2.1,0.11,25,2.2
419,1995,,,,0.101,38.0,11.0,51.0,47.7,0.43,15.3,43.3,1.4,0.063,0.11,1.63,0.35,7.2,0.25,3.98,22.2,12.8,5.6,0.49,0.19,420.0,6.2,9.8,6.2,5.0,20.5,,,8.0,,,,,,,,,,,12.46,6.0,0.28,0.14,5.28,3.57,836.0,,2.75,0.032,20.5,13.9,8.48,0.1,0.008,,,,,,,,,,,,,,,,40.0,7.61,0.21,173.0,68.06,2.07,,13.9,1.64
419,2000,,,,0.131,36.0,8.0,56.0,44.3,0.5,15.8,43.3,1.6,0.059,0.12,1.49,0.37,6.73,0.38,4.15,25.7,10.3,7.5,0.61,0.16,455.0,7.2,8.6,6.1,4.9,18.3,,,9.0,,,,,,,,,,,12.47,6.8,0.25,0.12,6.7,4.03,740.0,,2.63,0.028,17.9,11.4,8.32,0.1,0.011,,,,,,,,,,,,,,,,36.7,7.36,0.18,167.0,66.72,2.34,,17.6,1.45
419,2005,,,,0.098,37.0,8.0,55.0,52.0,0.37,14.5,41.2,0.8,0.051,0.41,1.46,0.31,6.59,0.48,4.05,28.1,11.2,6.6,0.57,0.15,384.0,8.5,10.3,6.0,4.7,16.6,,,10.0,,,,,,,,,,,11.88,13.0,0.34,0.14,7.8,3.71,763.0,,2.54,0.024,21.9,9.8,7.83,0.08,0.017,,,,,,,,,,,,,,,,39.6,6.84,0.17,116.0,65.91,2.15,,20.6,1.62
419,2010,,,,0.153,38.0,14.0,48.0,46.4,0.46,17.0,44.1,3.0,0.057,2.49,1.14,0.25,9.29,2.77,8.18,16.1,9.7,6.1,0.53,0.15,574.0,7.2,10.0,5.2,4.0,21.8,69.0,23.0,8.0,,,,,,,,,,,12.32,17.1,0.54,0.11,6.9,3.48,746.0,,1.22,0.035,13.2,5.5,4.14,0.18,0.012,,,,,,,,,,,,,,,,29.9,2.89,0.15,122.2,33.59,2.02,,18.22,1.91
419,2015,6.12,7.09,19.62,0.19,39,13,48,51.5,0.46,17.6,44.0,4.4,0.06,2.61,1.18,0.25,7.24,3.01,8.48,12.9,10.7,7.0,0.43,0.17,430,8.6,12.2,4.3,3.4,20.4,70,21,9,"<0,001","<0,001","<0,001",0.003,"<0,001","<0,001","<0,001","<0,001","<0,001","<0,001",12.19,20.7,0.7,0.16,9.27,3.27,1011,0.04,1.21,0.026,10.0,6.1,3.71,0.03,0.008,3.9,7.7,6.0,10.6,7.4,9.2,6.9,8.9,5.9,20.0,14.4,4.0,13.3,6.6,13.0,26.8,2.54,0.09,125.3,30.41,1.9,,24.47,1.4
419,2020,6.79,7.5,55.4,0.22,28,52,20,47,"<2,00",17.8,38.7,5.2,0.042,"<0,0022",0.6,"<0,50",7.3,1.45,7.5,17.17,11.5,11.3,0.93,0.12,462,7.85,9.38,5.2,4.3,20.7,29,65,6,,,,,,,,,,,12.7,15,0.58,0.08,10.23,2,460,"<0,100",3.8,0.022,5.27,"<10,00",5.21,"<0,10",0.003,"<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0",26.8,3.7,0.07,"<25,0",41.02,1.16,0.03,27,0.65
421,1995,,,,0.089,59.0,14.0,27.0,57.0,0.47,12.3,63.3,10.7,0.054,,1.05,0.81,4.19,,1.5,19.3,8.5,9.4,0.87,0.16,410.0,9.0,9.3,7.2,6.4,25.7,,,6.0,,,,,,,,,,,9.16,16.4,0.52,0.14,10.12,1.9,727.0,,1.12,0.026,12.3,13.3,7.66,0.08,0.01,,,,,,,,,,,,,,,,23.3,6.19,0.26,281.0,83.62,1.1,,26.7,1.0
421,2000,,,,0.102,59.0,13.0,28.0,52.0,0.43,13.2,65.0,13.9,0.046,,1.01,0.72,4.09,,1.65,14.8,8.0,11.2,1.06,0.15,400.0,9.7,10.1,7.2,6.1,27.7,,,9.0,,,,,,,,,,,9.46,18.2,0.49,0.15,9.9,1.88,694.0,,0.88,0.024,10.7,13.8,7.81,0.13,0.011,,,,,,,,,,,,,,,,25.8,6.13,0.23,401.0,82.56,1.09,,26.1,1.04
421,2005,,,,0.091,60.0,12.0,28.0,49.6,0.4,13.4,68.3,19.5,0.076,,0.79,0.83,4.0,,2.4,14.7,9.1,10.4,0.97,0.16,380.0,10.2,10.2,6.7,5.6,24.7,,,4.0,,,,,,,,,,,9.44,17.7,0.47,0.15,11.1,1.54,623.0,,1.13,0.02,9.7,14.6,7.04,0.04,0.012,,,,,,,,,,,,,,,,22.3,5.56,0.2,378.0,74.58,0.89,,29.2,1.19
421,2010,,,,0.098,61.0,11.0,28.0,57.9,0.44,13.5,78.0,11.8,0.054,0.1,0.64,0.65,4.56,0.19,2.33,14.6,5.0,9.7,0.99,0.11,426.0,9.7,9.7,6.5,5.5,25.1,67.0,29.0,4.0,,,,,,,,,,,8.57,16.4,0.45,0.16,5.75,1.71,598.0,,1.03,0.022,10.1,7.2,6.24,0.13,0.009,,,,,,,,,,,,,,,,15.0,4.68,0.13,392.6,72.82,0.99,,15.18,0.99
421,2015,4.37,7.17,20.87,0.13,61,13,26,40.7,0.43,9.3,79.3,15.2,0.06,0.24,0.57,0.63,4.32,0.47,2.93,8.0,4.9,7.5,0.53,0.1,396,9.8,8.4,5.8,4.8,25.3,66,30,4,"<0,001","<0,001","<0,001",0.024,"<0,001","<0,001","<0,001","<0,001","<0,001","<0,001",7.75,28.5,0.76,0.11,9.86,1.73,1031,0.03,1.23,0.02,7.7,6.5,4.82,0.16,0.01,5.1,19.9,8.4,25.4,15.3,26.7,14.8,32.9,9.9,22.8,40.0,4.7,33.6,8.1,32.9,13.4,3.37,0.12,284.0,62.18,1.01,,26.03,0.79
421,2020,3.77,2.4,21.1,0.09,35,27,38,51.9,"<2,00",12.7,68.2,15.3,0.055,"<0,0022",0.49,0.59,4.75,0.2,2.4,17.45,"<10,00",10,0.88,0.12,399,6.65,9.99,6.4,5.7,23.8,57,35,8,,,,,,,,,,,9.8,18,0.47,0.13,5.3,3.09,653,"<0,100",2.1,0.012,19.89,"<10,00",5.95,"<0,10",0.006,"<25,0",64,"<25,0",52,74,36,"<25,0",48,"<25,0",35,87,"<25,0",47,"<25,0",65,16.3,4.6,1.37,508,60.71,1.79,0.38,14,0.65
423,1995,,,,0.13,36.0,25.0,39.0,89.7,0.57,25.2,95.0,11.0,0.095,0.07,1.77,0.91,8.29,0.26,3.68,11.9,22.8,10.6,1.23,0.43,660.0,16.7,30.7,6.2,5.1,32.1,,,13.0,,,,,,,,,,,12.42,10.6,0.42,0.2,6.83,2.38,719.0,,1.25,0.029,10.6,17.6,8.74,0.1,0.011,,,,,,,,,,,,,,,,42.7,6.99,0.18,186.0,70.37,1.38,,18.0,2.02
423,2000,,,,0.14,36.0,23.0,41.0,86.3,0.57,23.3,88.3,7.8,0.081,0.11,1.58,0.88,7.88,0.3,4.08,13.0,23.4,9.2,0.95,0.41,697.0,17.5,33.7,6.3,4.9,30.9,,,14.0,,,,,,,,,,,12.2,13.3,0.55,0.21,5.6,2.25,616.0,,0.98,0.025,9.3,19.6,8.12,0.13,0.01,,,,,,,,,,,,,,,,40.0,6.49,0.14,191.0,66.56,1.3,,14.8,1.98
423,2005,,,,0.125,39.0,23.0,38.0,87.1,0.5,27.2,91.4,9.3,0.099,0.12,1.47,0.73,8.11,0.3,3.9,13.4,19.9,10.2,0.86,0.43,697.0,18.2,36.3,5.8,4.6,29.9,,,10.0,,,,,,,,,,,11.56,17.9,0.39,0.2,7.8,2.17,646.0,,1.13,0.024,10.1,16.4,7.66,0.12,0.013,,,,,,,,,,,,,,,,37.2,6.29,0.19,267.0,66.26,1.26,,20.6,2.1
423,2010,,,,0.157,44.0,18.0,38.0,84.6,0.54,25.8,96.0,4.6,0.074,0.6,1.1,0.65,9.46,0.81,5.4,8.4,17.0,13.7,1.36,0.39,751.0,17.8,34.8,5.7,4.3,28.0,55.0,36.0,9.0,,,,,,,,,,,12.14,17.8,0.53,0.15,5.66,2.07,826.0,,0.8,0.028,7.6,8.5,6.74,0.17,0.01,,,,,,,,,,,,,,,,25.1,4.69,0.11,487.5,55.51,1.2,,14.93,2.12
423,2015,5.42,7.52,15.27,0.15,41,19,40,77.1,0.45,28.1,95.9,5.3,0.07,0.79,1.07,0.67,9.74,1.09,5.33,7.3,15.6,12.2,0.34,0.39,750,18.3,37.6,4.8,3.6,32.3,56,36,8,"<0,001","<0,001","<0,001",0.026,"<0,001","<0,001","<0,001","<0,001","<0,001","<0,001",11.34,19.1,1.29,0.17,6.41,2.06,765,0.04,0.85,0.024,8.0,9.4,6.01,0.02,0.007,4.6,15.4,9.7,28.5,18.4,29.5,21.1,21.0,8.1,22.8,32.2,3.9,39.7,18.1,25.9,27.1,4.37,0.12,271.1,53.01,1.19,,16.92,2.01
423,2020,7.98,2.4,36.5,0.17,37,40,23,106,"<2,00",37.9,117,6.3,0.04,0.07,0.77,0.92,12.1,0.77,5.1,9.51,22.9,11.2,1.08,0.18,896,21.3,45.1,5.5,4.9,37.6,43,51,6,,,,,,,,,,,15.3,10,0.26,0.14,4.55,3.25,497,"<0,100",1.7,0.013,11.06,14.6,7.04,"<0,10",0.003,"<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0",36.7,5.7,0.12,"<25,0",46.01,1.88,0.03,12,1.12
425,1995,,,,0.164,57.0,4.0,39.0,31.3,0.43,15.5,66.7,20.1,0.066,,1.13,0.75,4.99,,1.2,17.9,9.7,6.6,0.84,0.19,455.0,10.7,12.6,6.8,6.1,23.1,,,12.0,,,,,,,,,,,13.74,15.8,0.53,0.13,21.38,2.53,743.0,,1.63,0.036,8.9,14.2,12.54,0.19,0.011,,,,,,,,,,,,,,,,31.3,10.98,0.35,348.0,91.27,1.46,0.17,56.4,1.07
425,2000,,,,0.159,52.0,8.0,40.0,37.0,0.5,15.8,60.0,16.3,0.071,,1.02,0.75,5.6,,1.07,15.4,10.3,5.9,0.62,0.18,470.0,11.5,12.1,7.0,6.3,21.9,,,10.0,,,,,,,,,,,11.64,13.0,0.36,0.13,23.2,2.51,719.0,,1.43,0.035,9.1,12.7,10.57,0.1,0.013,,,,,,,,,,,,,,,,29.7,9.49,0.35,269.0,90.81,1.45,0.11,61.2,1.16
425,2005,,,,0.128,54.0,6.0,40.0,34.6,0.57,15.0,71.4,15.0,0.072,,1.04,0.83,4.96,,1.31,19.4,8.0,6.0,0.65,0.13,435.0,10.0,15.0,7.0,6.0,23.3,,,8.0,,,,,,,,,,,11.44,11.4,0.3,0.17,21.9,2.67,724.0,,1.88,0.039,12.1,10.5,10.13,0.12,0.014,,,,,,,,,,,,,,,,25.7,9.06,0.36,562.0,88.55,1.55,,57.7,1.17
425,2010,,,,0.13,55.0,5.0,40.0,41.6,0.5,14.2,61.8,3.2,0.058,0.23,0.84,0.45,6.38,0.37,5.18,16.5,7.5,6.9,0.54,0.16,475.0,10.9,12.8,5.8,4.6,22.8,78.0,16.0,6.0,,,,,,,,,,,10.63,9.6,0.35,0.1,17.8,2.07,962.0,,1.1,0.026,9.2,8.4,5.45,0.17,0.015,,,,,,,,,,,,,,,,17.1,4.39,0.16,709.5,51.28,1.2,,46.99,1.29
425,2015,3.57,7.87,16.58,0.15,57,5,38,45.1,0.4,14.9,56.7,6.3,0.06,0.18,0.86,0.41,6.08,0.37,4.5,17.2,6.5,7.2,0.37,0.14,437,10.6,13.1,5.2,4.4,18.9,80,16,4,"<0,001","<0,001","<0,001",0.003,0.001,"<0,001","<0,001","<0,001","<0,001","<0,001",10.35,19.0,0.76,0.13,9.31,2.14,1002,0.03,1.88,0.022,8.3,9.3,5.85,0.01,0.007,13.6,172.6,44.4,236.1,295.3,155.6,103.1,176.1,26.3,82.5,207.8,4.7,199.9,7.8,191.6,18.1,4.72,0.14,1865.2,56.54,1.24,,24.58,1.09
425,2020,4.65,2.5,37.7,0.26,41,29,30,64.2,"<2,00",16.8,67.5,21,0.266,"<0,0022",0.76,0.73,6.23,0.07,1.2,17.07,"<10,00",7.4,0.83,0.14,561,12.8,14.3,7.5,7,21.1,58,38,4,,,,,,,,,,,22.2,38.4,0.98,0.18,5.68,9.42,621,"<0,100",1.4,0.025,21,20.2,13.51,"<0,10",0.006,"<25,0",92,149,134,"<25,0",110,123,119,"<25,0",34,164,"<25,0",137,"<25,0",138,19.8,11.7,1.27,1051,60.86,5.46,0.08,15,1.26
427,1995,,,,0.174,23.0,7.0,70.0,113.0,0.87,39.5,110.0,5.0,0.096,0.26,2.53,0.95,19.87,0.4,5.25,11.7,40.3,23.5,2.96,0.85,799.0,23.5,71.0,5.9,4.6,36.1,,,26.0,,,,,,,,,,,18.94,10.1,0.4,0.38,4.15,4.45,807.0,,1.62,0.04,14.8,22.4,13.69,0.1,0.015,,,,,,,,,,,,,,,,63.0,10.23,0.25,390.0,72.28,2.58,,10.9,2.94
427,2000,,,,0.188,25.0,8.0,67.0,108.7,0.73,42.0,121.7,8.3,0.102,0.01,2.83,0.87,18.11,0.2,4.08,10.9,39.8,20.8,2.87,0.77,740.0,26.0,82.3,6.6,5.3,32.7,,,23.0,,,,,,,,,,,18.55,18.9,0.5,0.28,7.0,4.39,779.0,,1.62,0.045,13.6,25.5,14.47,0.13,0.016,,,,,,,,,,,,,,,,58.3,10.97,0.3,295.0,78.01,2.55,,18.5,2.75
