point_id,year,Al [cmol(+)*kg-1],Ca2+ [cmol(+)*kg-1],Hh [cmol(+)*kg-1],Hw [cmol(+)*kg-1],K+ [cmol(+)*kg-1],Mg2+ [cmol(+)*kg-1],Na+ [cmol(+)*kg-1],S [cmol(+)*kg-1],T [cmol(+)*kg-1],V [%]
127,2020,0.02,0.6,4.5,1.31,0.09,0.17,"<0,10",0.86,5.1,16.86
129,1995,,16.97,0.75,,0.41,0.72,0.13,18.23,18.98,96.05
129,2000,,17.48,1.0,,0.38,0.58,0.1,18.54,19.54,94.88
129,2005,,16.24,1.08,,0.38,0.58,0.08,17.28,18.36,94.12
129,2010,,7.89,1.28,,0.44,1.05,0.07,9.45,10.73,88.07
129,2015,,5.44,1.65,,0.79,0.35,0.07,6.64,8.29,80.09
129,2020,0.01,1.8,3.9,0.3,0.37,0.28,"<0,10",2.5,4.9,51.02
131,1995,,19.36,0.75,,0.32,1.16,0.18,21.02,21.77,96.55
131,2000,,18.89,0.83,,0.36,1.34,0.1,20.69,21.52,96.14
131,2005,,18.1,0.7,,0.34,1.2,0.19,19.83,20.53,96.59
131,2010,0.09,3.36,2.63,0.3,0.63,0.57,0.03,4.59,7.22,63.58
131,2015,0.19,3.06,2.35,0.35,0.43,0.34,0.04,3.87,6.22,62.24
131,2020,0.01,3,3.6,0.33,0.65,0.45,"<0,10",4.1,7,58.57
133,1995,,5.49,2.47,,0.23,0.7,0.06,6.48,8.95,72.4
133,2000,,5.24,2.68,,0.27,0.67,0.06,6.24,8.92,69.96
133,2005,,5.63,2.45,,0.2,0.6,0.04,6.47,8.92,72.53
133,2010,0.09,4.67,2.85,0.16,0.21,0.86,0.07,5.81,8.66,67.1
133,2015,0.1,4.39,3.15,0.28,1.02,0.31,0.04,5.76,8.91,64.65
133,2020,"<0,0022",6.1,3.3,0.11,0.23,1,"<0,10",7.33,12.1,60.58
135,1995,0.84,2.74,4.05,1.33,0.38,0.25,0.06,3.43,7.48,45.86
135,2000,1.03,2.39,4.43,1.31,0.24,0.28,0.08,2.99,7.42,40.3
135,2005,0.91,1.75,5.25,1.26,0.24,0.38,0.01,2.38,7.63,31.19
135,2010,1.55,1.3,5.25,1.8,0.31,0.13,0.05,1.8,7.05,25.5
135,2015,1.7,0.85,5.33,2.0,0.26,0.27,0.02,1.4,6.73,20.79
135,2020,"<0,0022",2.8,3.4,0.16,0.33,0.65,"<0,10",3.78,9.12,41.45
137,1995,0.67,1.75,4.2,0.95,0.13,0.15,0.06,2.09,6.29,33.23
137,2000,0.91,1.75,4.43,1.2,0.2,0.17,0.06,2.18,6.61,32.98
137,2005,0.48,1.18,4.35,0.81,0.25,0.17,0.02,1.62,5.97,27.14
137,2010,0.86,1.0,4.05,1.05,0.24,0.17,0.09,1.49,5.54,26.96
137,2015,0.09,1.6,3.08,0.3,0.4,0.65,0.01,2.66,5.74,46.31
137,2020,0.02,1.8,2.9,0.18,0.54,0.35,"<0,10",2.69,7.7,34.94
139,1995,,2.24,3.38,,0.4,0.3,0.03,2.97,6.35,46.77
139,2000,,2.47,3.5,,0.29,0.31,0.03,3.1,6.6,46.97
139,2005,,2.57,2.93,,0.32,0.45,0.01,3.35,6.28,53.34
139,2010,,2.21,1.95,,0.49,0.66,0.08,3.44,5.39,63.84
139,2015,0.12,1.57,2.4,0.28,0.58,0.33,0.01,2.49,4.89,50.95
139,2020,0.01,2.1,3.7,0.14,0.22,0.43,"<0,10",2.75,6.9,39.86
141,1995,0.98,0.5,4.65,1.4,0.23,0.13,0.06,0.92,5.57,16.52
141,2000,0.79,0.75,4.32,1.14,0.18,0.12,0.03,1.08,5.4,20.0
141,2005,1.21,0.59,4.95,1.61,0.13,0.16,0.01,0.89,5.84,15.24
141,2010,,6.71,0.68,,0.18,0.28,0.06,7.22,7.9,91.4
141,2015,0.57,0.67,4.35,0.89,0.17,0.16,0.01,1.02,5.37,18.93
141,2020,0.03,6.8,2.3,0.09,0.31,0.65,0.15,7.91,9.7,81.55
143,1995,,5.24,1.58,,0.21,1.44,0.06,6.95,8.53,81.48
143,2000,,5.65,1.4,,0.23,1.54,0.1,7.52,8.92,84.3
143,2005,0.23,4.81,1.95,0.39,0.97,1.94,0.02,7.74,9.69,79.88
143,2010,,9.78,1.13,,0.45,2.61,0.08,12.92,14.05,91.96
143,2015,,9.15,0.98,,1.49,0.23,0.09,10.96,11.94,91.79
143,2020,"<0,0022",13,1.5,0.09,0.37,1.82,"<0,10",15.19,18.3,83.01
145,1995,0.67,1.5,4.25,1.02,0.3,0.16,0.06,2.02,6.27,32.22
145,2000,0.93,1.87,4.28,1.21,0.23,0.18,0.06,2.34,6.62,35.35
145,2005,0.68,1.92,4.23,0.89,0.25,0.28,0.01,2.46,6.69,36.77
145,2010,,6.62,1.58,,0.48,0.56,0.1,7.76,9.34,83.08
145,2015,0.62,1.2,3.86,0.88,0.31,0.35,0.01,1.87,5.73,32.69
145,2020,0.18,2.3,3.5,0.1,0.46,0.42,"<0,10",3.18,6.7,47.46
147,1995,0.44,3.74,4.05,0.6,0.17,0.49,0.1,4.5,8.55,52.63
147,2000,0.08,3.09,2.95,0.19,0.19,0.6,0.1,3.98,6.93,57.43
147,2005,0.07,4.76,2.18,0.23,0.18,0.74,0.12,5.8,7.98,72.68
147,2010,0.23,5.1,3.75,0.37,0.28,1.3,0.1,6.77,10.52,64.37
147,2015,0.33,4.39,4.2,0.56,1.05,0.18,0.02,5.63,9.83,57.28
147,2020,0.01,3.7,3.9,0.49,0.25,0.62,"<0,10",4.57,10.4,43.94
149,1995,0.6,1.12,3.15,0.79,0.08,0.11,0.03,1.34,4.49,29.84
149,2000,0.88,1.12,3.08,1.06,0.08,0.1,0.06,1.36,4.44,30.63
149,2005,0.01,2.39,2.03,0.12,0.08,0.14,0.02,2.63,4.66,56.44
149,2010,0.14,1.97,2.63,0.26,0.22,0.27,0.17,2.63,5.26,49.99
149,2015,0.57,0.72,3.45,0.82,0.23,0.14,0.01,1.1,4.55,24.23
149,2020,0.01,3.9,0.9,0.07,0.24,0.55,"<0,10",4.72,6.9,68.41
151,1995,,10.6,3.3,,0.57,1.87,0.1,13.14,16.44,79.93
151,2000,,11.6,3.3,,0.42,2.14,0.13,14.29,17.59,81.24
151,2005,,10.26,3.68,,0.3,2.09,0.12,12.77,16.45,77.63
151,2010,,10.06,2.93,,0.55,2.39,0.08,13.07,16.0,81.69
151,2015,0.19,6.06,4.2,0.37,1.84,0.36,0.02,8.28,12.48,66.36
151,2020,"<0,0022",10.1,3.5,0.1,0.37,2.03,"<0,10",12.5,16.1,77.64
153,1995,0.67,1.37,3.38,0.79,0.29,0.14,0.03,1.83,5.21,35.12
153,2000,0.18,2.63,2.51,0.39,0.36,0.26,0.06,3.31,5.82,56.87
153,2005,0.02,2.87,2.03,0.07,0.55,0.36,0.01,3.79,5.82,65.12
153,2010,0.07,2.41,3.23,0.21,0.46,0.35,0.17,3.39,6.62,51.17
153,2015,0.19,1.05,2.55,0.35,0.24,0.25,0.01,1.55,4.1,37.75
153,2020,"<0,0022",4.9,2,0.1,0.39,0.57,"<0,10",5.86,11.4,51.4
155,1995,0.23,1.62,2.85,0.39,0.32,0.22,0.06,2.22,5.07,43.79
155,2000,0.52,1.37,3.15,0.68,0.21,0.18,0.06,1.82,4.97,36.62
155,2005,0.02,1.54,3.15,0.14,0.19,0.31,0.01,2.05,5.2,39.42
155,2010,0.36,1.41,3.23,0.54,0.18,0.13,0.16,1.88,5.11,36.81
155,2015,0.94,0.62,3.9,1.24,0.12,0.11,0.01,0.87,4.77,18.23
155,2020,"<0,0022",2.5,1.8,0.11,0.12,0.32,"<0,10",2.94,4.6,63.91
157,1995,,1.87,2.92,,0.17,0.23,0.03,2.3,5.22,44.06
157,2000,,2.24,2.73,,0.21,0.16,0.06,2.67,5.4,49.44
157,2005,,1.83,3.3,,0.15,0.2,0.01,2.19,5.49,39.89
157,2010,0.35,1.48,3.98,0.56,0.23,0.15,0.14,1.99,5.97,33.35
157,2015,0.12,2.17,2.63,0.3,0.72,0.52,0.04,3.46,6.09,56.82
157,2020,"<0,0022",5.5,2,0.09,0.17,0.58,"<0,10",6.25,12,52.08
159,1995,0.05,4.24,3.3,0.21,0.19,0.52,0.1,5.05,8.35,60.48
159,2000,0.04,4.86,2.98,0.23,0.13,0.44,0.06,5.49,8.47,64.82
159,2005,0.45,3.71,3.53,0.63,0.14,0.35,0.06,4.26,7.79,54.69
159,2010,0.47,1.89,4.58,0.79,0.14,0.21,0.15,2.38,6.96,34.16
159,2015,0.31,2.15,4.73,0.56,0.2,0.07,0.02,2.43,7.16,33.94
159,2020,0.01,5.2,4.2,0.14,0.25,0.77,"<0,10",6.22,12.8,48.59
161,1995,0.64,0.87,3.83,1.17,0.4,0.14,0.03,1.44,5.27,27.32
161,2000,0.98,1.0,3.8,1.37,0.29,0.2,0.06,1.55,5.35,28.97
161,2005,0.96,0.73,4.03,1.17,0.18,0.37,0.01,1.29,5.32,24.25
161,2010,1.11,0.51,3.9,1.37,0.25,0.12,0.13,1.01,4.91,20.49
161,2015,0.61,0.8,3.45,0.86,0.24,0.26,0.01,1.32,4.77,27.65
161,2020,0.08,1,3.6,0.9,0.24,0.15,"<0,10",1.39,5.4,25.74
163,1995,0.73,1.12,4.03,0.89,0.28,0.19,0.03,1.62,5.65,28.67
163,2000,0.25,1.6,3.75,0.44,0.3,0.31,0.06,2.27,6.02,37.71
163,2005,0.16,1.46,3.93,0.3,0.25,0.38,0.01,2.1,6.03,34.83
163,2010,0.26,1.57,3.45,0.44,0.4,0.24,0.15,2.36,5.81,40.64
163,2015,0.17,1.42,3.6,0.35,0.47,0.29,0.02,2.2,5.8,37.96
163,2020,"<0,0022",2.1,2.6,0.12,0.49,0.55,"<0,10",3.14,6.2,50.65
165,1995,0.75,1.37,3.98,0.96,0.32,0.19,0.06,1.94,5.92,32.77
165,2000,0.73,1.15,4.2,1.12,0.23,0.16,0.05,1.59,5.79,27.46
165,2005,0.7,1.47,3.68,1.08,0.28,0.25,0.01,2.01,5.69,35.33
165,2010,0.2,1.54,4.35,0.32,0.34,0.3,0.17,2.35,6.7,35.08
165,2015,0.76,1.27,4.13,1.02,0.36,0.25,0.01,1.9,6.03,31.48
165,2020,"<0,0022",5.5,1.4,0.07,0.55,1.17,"<0,10",7.22,15.6,46.28
167,1995,,4.99,1.8,,0.51,0.94,0.03,6.47,8.27,78.23
167,2000,,4.99,2.15,,0.49,0.71,0.06,6.25,8.4,74.4
167,2005,,4.84,2.48,,0.46,0.74,0.03,6.07,8.55,70.99
167,2010,,3.49,1.73,,0.38,0.33,0.09,4.29,6.02,71.27
167,2015,,3.24,1.95,,0.46,0.47,0.07,4.25,6.2,68.55
167,2020,"<0,0022",6.8,1.7,0.1,1.3,2,"<0,10",10.1,17.9,56.42
169,1995,0.28,1.25,3.15,0.44,0.32,0.26,0.03,1.86,5.01,37.13
169,2000,0.26,1.5,3.3,0.44,0.32,0.25,0.03,2.1,5.4,38.89
169,2005,0.17,1.44,3.0,0.36,0.34,0.28,0.03,2.09,5.09,41.06
169,2010,0.34,1.09,2.85,0.53,0.22,0.11,0.05,1.47,4.32,33.97
169,2015,0.41,0.57,3.15,0.6,0.19,0.25,0.05,1.07,4.22,25.39
169,2020,0.19,1.9,3.2,0.4,0.22,0.18,"<0,10",2.34,4.6,50.87
171,1995,0.12,2.12,3.6,0.33,0.38,0.25,0.06,2.81,6.41,43.84
171,2000,0.18,1.82,4.03,0.42,0.43,0.17,0.1,2.52,6.55,38.47
171,2005,0.37,1.97,3.75,0.6,0.52,0.26,0.01,2.76,6.51,42.4
171,2010,0.25,1.5,3.83,0.44,0.35,0.23,0.05,2.13,5.96,35.79
171,2015,0.16,2.1,3.53,0.39,0.44,0.42,0.01,2.97,6.5,45.66
171,2020,0.52,1,3.6,0.9,0.22,0.17,"<0,10",1.39,5,27.8
173,1995,0.29,1.75,4.2,0.54,0.34,0.33,0.06,2.48,6.68,37.13
173,2000,0.14,2.02,3.93,0.37,0.38,0.38,0.06,2.84,6.77,41.95
173,2005,0.02,1.92,3.93,0.23,0.6,0.45,0.01,2.98,6.91,43.13
173,2010,0.63,0.98,3.6,0.81,0.3,0.16,0.06,1.5,5.1,29.45
173,2015,0.1,1.3,3.53,0.4,0.47,0.4,0.01,2.18,5.71,38.21
173,2020,"<0,0022",3,2.9,0.1,0.28,0.55,"<0,10",3.83,6.9,55.51
175,1995,,2.14,3.07,,0.15,0.11,0.03,2.43,5.5,44.18
175,2000,,2.86,2.24,,0.2,0.13,0.06,3.25,5.49,59.2
175,2005,,3.17,2.13,,0.26,0.16,0.02,3.61,5.74,62.89
175,2010,,3.03,1.5,,0.27,0.14,0.03,3.47,4.97,69.84
175,2015,,2.9,1.65,,0.12,0.27,0.02,3.31,4.96,66.72
175,2020,0.2,17.8,2,0.12,0.38,0.38,"<0,10",18.56,50,37.12
177,1995,0.1,5.36,3.0,0.35,0.53,0.54,0.06,6.49,9.49,68.39
177,2000,0.1,4.68,3.3,0.3,0.48,0.46,0.06,5.68,8.98,63.25
177,2005,0.24,4.42,3.5,0.49,0.47,0.56,0.03,5.48,8.98,61.02
177,2010,,4.99,3.08,,0.77,0.66,0.04,6.46,9.54,67.72
177,2015,,5.29,2.03,,1.17,0.41,0.02,6.9,8.93,77.26
177,2020,0.02,7.6,1.4,0.09,0.71,0.95,"<0,10",9.26,14,66.14
179,1995,,2.17,0.75,,0.46,0.31,0.1,3.04,3.79,80.21
179,2000,,2.99,0.73,,0.3,0.23,0.06,3.58,4.31,83.06
179,2005,,3.07,1.13,,0.26,0.38,0.08,3.79,4.92,77.03
179,2010,0.03,2.48,2.18,0.21,0.31,0.2,0.05,3.04,5.22,58.27
179,2015,,3.19,1.95,,0.37,0.26,0.02,3.85,5.8,66.36
179,2020,"<0,0022",4.3,2.4,0.12,0.5,0.22,"<0,10",5.02,10,50.2
181,1995,1.92,1.5,5.1,2.24,0.28,0.16,0.03,1.97,7.07,27.86
181,2000,0.95,1.5,4.8,1.63,0.3,0.28,0.06,2.14,6.94,30.84
181,2005,,2.94,2.33,,0.49,0.41,0.01,3.85,6.18,62.3
181,2010,,2.92,1.88,,0.83,1.75,0.11,5.61,7.49,74.91
181,2015,,2.77,2.25,,0.8,0.46,0.03,4.06,6.31,64.36
181,2020,0.02,3.7,1.2,0.11,0.51,1.3,"<0,10",5.51,10.2,54.02
183,1995,0.61,2.49,4.65,0.93,0.4,0.16,0.06,3.11,7.76,40.08
183,2000,0.47,2.16,4.53,0.69,0.28,0.2,0.06,2.7,7.23,37.34
183,2005,0.45,1.9,4.28,0.64,0.2,0.11,0.03,2.24,6.52,34.36
183,2010,0.23,1.33,3.9,0.37,0.24,0.29,0.04,1.9,5.8,32.75
183,2015,0.26,1.05,3.23,0.63,0.37,0.36,0.06,1.84,5.07,36.32
183,2020,0.05,2,2.9,0.21,0.9,0.67,"<0,10",3.57,5.1,70
187,1995,,6.36,1.8,,0.4,0.33,0.06,7.15,8.95,79.89
187,2000,,5.74,2.18,,0.36,0.51,0.1,6.71,8.89,75.48
187,2005,,5.94,1.5,,0.31,0.41,0.03,6.69,8.19,81.68
187,2010,0.05,4.15,4.73,0.16,0.46,0.25,0.04,4.9,9.63,50.89
187,2015,0.14,3.27,3.98,0.35,0.33,0.23,0.04,3.87,7.85,49.3
187,2020,0.05,5.6,3,0.16,0.41,0.58,"<0,10",6.59,10,65.9
189,1995,,10.68,1.05,,0.36,0.72,0.13,11.89,12.94,91.89
189,2000,,8.96,1.13,,0.48,1.06,0.06,10.56,11.69,90.33
189,2005,,7.78,1.88,,0.54,1.06,0.04,9.42,11.3,83.36
189,2010,,5.27,2.93,,0.31,0.86,0.07,6.51,9.44,68.97
189,2015,,5.34,2.33,,0.26,1.04,0.08,6.71,9.04,74.22
189,2020,"<0,0022",13.1,0.8,0.11,0.62,0.67,0.1,14.49,18.4,78.75
191,1995,,5.99,2.33,,0.23,0.58,0.06,6.86,9.19,74.65
191,2000,,6.61,1.98,,0.3,0.75,0.1,7.76,9.74,79.67
191,2005,,7.11,0.9,,0.25,0.59,0.03,7.98,8.88,89.86
191,2010,,6.72,1.73,,0.33,1.11,0.07,8.23,9.96,82.63
191,2015,,5.55,1.5,,0.92,0.18,0.05,6.7,8.2,81.7
191,2020,0.05,6.3,1.5,0.11,0.25,1,"<0,10",7.55,9.1,82.97
193,1995,,14.35,2.25,,1.02,1.58,0.1,17.05,19.3,88.34
193,2000,,14.59,2.51,,0.92,1.87,0.13,17.51,20.02,87.46
193,2005,,13.95,2.73,,0.77,1.5,0.07,16.29,19.02,85.65
193,2010,,17.35,2.18,,1.28,2.49,0.15,21.28,23.46,90.71
193,2015,,14.81,1.28,,1.42,1.06,0.08,17.38,18.66,93.14
193,2020,"<0,0022",20.4,1.5,0.09,1.6,2.08,0.14,24.22,47.3,51.21
195,1995,,13.35,3.68,,0.38,2.45,0.13,16.31,19.99,81.59
195,2000,,12.71,3.32,,0.4,2.32,0.19,15.62,18.94,82.47
195,2005,,11.48,2.78,,0.6,1.86,0.11,14.05,16.83,83.48
195,2010,0.02,12.92,4.43,0.16,0.26,2.14,0.1,15.42,19.85,77.68
195,2015,0.12,11.05,4.43,0.44,2.44,0.24,0.07,13.81,18.24,75.71
195,2020,0.09,14.1,5.1,0.53,0.28,1.92,"<0,10",16.3,19.3,84.46
197,1995,,7.23,3.22,,0.7,1.05,0.1,9.08,12.3,73.82
197,2000,,8.7,2.85,,0.58,1.2,0.13,10.61,13.46,78.83
197,2005,,20.75,0.53,,0.68,1.44,0.18,23.05,23.58,97.75
197,2010,0.07,17.75,4.5,0.16,0.78,3.66,0.18,22.37,26.87,83.26
197,2015,0.05,5.76,3.75,0.26,1.02,0.63,0.05,7.46,11.21,66.54
197,2020,0.01,9.6,2.9,0.09,0.77,1.07,"<0,10",11.44,14.9,76.78
199,1995,,1.87,2.33,,0.25,0.14,0.06,2.32,4.65,49.89
199,2000,,1.62,2.55,,0.3,0.2,0.06,2.18,4.73,46.09
199,2005,,1.93,2.33,,0.2,0.21,0.03,2.37,4.7,50.43
199,2010,0.03,1.84,2.78,0.12,0.44,0.28,0.05,2.6,5.38,48.36
199,2015,0.14,1.17,2.63,0.33,0.32,0.19,0.08,1.77,4.4,40.25
199,2020,0.11,1.7,2.9,0.39,0.35,0.48,"<0,10",2.53,3.3,76.67
201,1995,0.22,1.25,2.85,0.4,0.28,0.18,0.03,1.74,4.59,37.91
201,2000,0.05,1.06,1.9,0.11,0.3,0.17,0.06,1.59,3.49,45.56
201,2005,0.02,1.22,1.63,0.23,0.38,0.2,0.03,1.83,3.46,52.89
201,2010,0.84,0.48,4.2,1.03,0.14,0.16,0.04,0.82,5.02,16.3
201,2015,0.21,1.15,2.78,0.4,0.57,0.14,0.02,1.87,4.65,40.23
201,2020,"<0,0022",3.05,4.2,0.26,0.27,2.05,0.1,5.47,7.4,73.92
203,1995,,3.79,0.75,,0.19,0.64,0.03,4.65,5.4,86.11
203,2000,,3.12,0.95,,0.24,0.71,0.05,4.12,5.07,81.26
203,2005,,4.09,0.9,,0.18,0.69,0.02,4.98,5.88,84.69
203,2010,,5.03,0.98,,0.28,0.73,0.06,6.1,7.08,86.16
203,2015,,3.02,1.2,,0.55,0.14,0.01,3.72,4.92,75.59
203,2020,0.02,5.3,1.5,0.07,0.19,0.6,"<0,10",6.15,8.1,75.93
205,1995,1.23,0.87,4.95,1.49,0.25,0.2,0.03,1.35,6.3,21.43
205,2000,0.72,0.69,3.6,0.93,0.18,0.16,0.06,1.09,4.69,23.24
205,2005,0.06,1.77,2.03,0.11,0.28,0.57,0.03,2.65,4.68,56.62
205,2010,0.54,1.02,3.23,0.7,0.38,0.28,0.1,1.78,5.01,35.51
205,2015,1.06,0.52,4.13,1.45,0.14,0.18,0.07,0.92,5.05,18.23
205,2020,0.01,18.4,1.7,0.07,0.19,1.57,0.11,20.27,21.9,92.56
207,1995,0.15,3.74,3.22,0.33,0.7,0.67,0.13,5.24,8.46,61.94
207,2000,0.0,5.98,2.07,0.0,0.57,0.82,0.1,7.47,9.54,78.3
207,2005,,6.86,1.73,,0.71,0.98,0.08,8.63,10.36,83.3
207,2010,,4.54,2.55,,0.86,0.74,0.42,6.56,9.11,72.0
207,2015,,3.89,2.48,,0.75,0.48,0.13,5.25,7.73,67.93
207,2020,0.01,5.3,2.4,0.12,0.74,0.87,"<0,10",6.91,9.7,71.24
209,1995,0.18,3.99,3.15,0.32,0.47,0.36,0.06,4.88,8.03,60.77
209,2000,0.19,3.54,3.15,0.37,0.5,0.34,0.1,4.48,7.63,58.72
209,2005,0.06,3.47,3.75,0.32,0.84,0.36,0.08,4.75,8.5,55.88
209,2010,0.12,3.64,3.83,0.23,0.58,0.58,0.06,4.86,8.69,55.95
209,2015,0.19,2.97,3.45,0.4,0.5,0.33,0.05,3.86,7.31,52.77
209,2020,0.01,4.8,2.1,0.12,0.94,1.07,0.1,6.91,8.1,85.31
211,1995,,2.87,2.3,,0.34,0.25,0.06,3.52,5.82,60.48
211,2000,,3.14,1.88,,0.34,0.33,0.06,3.87,5.75,67.3
211,2005,,3.66,1.95,,0.39,0.36,0.02,4.43,6.38,69.44
211,2010,0.11,3.37,3.3,0.23,0.28,0.45,0.03,4.13,7.43,55.58
211,2015,0.08,2.37,2.78,0.4,0.56,0.22,0.02,3.17,5.95,53.26
211,2020,0.01,12.8,1.4,0.11,0.53,0.67,"<0,10",14,19.2,72.92
213,1995,,5.36,1.2,,0.3,0.3,0.06,6.02,7.22,83.38
213,2000,,6.0,1.05,,0.19,0.34,0.06,6.59,7.64,86.26
213,2005,,5.19,1.43,,0.24,0.41,0.03,5.87,7.3,80.41
213,2010,,3.19,1.5,,0.3,0.52,0.07,4.08,5.58,73.1
213,2015,,2.42,1.5,,0.67,0.34,0.02,3.46,4.96,69.73
213,2020,0.02,8.3,"<0,75","<0,05",0.14,0.33,"<0,10",8.83,27.5,32.11
215,1995,,5.29,1.5,,0.37,0.35,0.05,6.06,7.56,80.16
215,2000,,5.24,1.35,,0.28,0.44,0.06,6.02,7.37,81.68
215,2005,,5.29,1.05,,0.47,0.49,0.04,6.29,7.34,85.69
215,2010,,3.56,0.98,,0.35,0.51,0.12,4.54,5.52,82.24
215,2015,,3.85,0.98,,0.43,0.23,0.08,4.59,5.57,82.4
215,2020,0.01,2.6,0.9,0.05,0.09,0.17,"<0,10",2.89,4.7,61.49
217,1995,,1.62,1.65,,0.11,0.14,0.03,1.9,3.55,53.52
217,2000,,1.6,1.88,,0.17,0.23,0.03,2.03,3.91,51.92
217,2005,,1.17,1.85,,0.24,0.13,0.03,1.57,3.42,45.91
217,2010,,2.95,2.78,,0.53,0.78,0.03,4.29,7.07,60.68
217,2015,0.07,2.79,2.25,0.25,1.37,0.46,0.02,4.65,6.9,67.4
217,2020,0.04,3.2,1.8,0.09,0.21,0.47,"<0,10",3.92,5.8,67.59
219,1995,,4.37,2.03,,0.49,0.49,0.06,5.41,7.44,72.72
219,2000,,4.23,1.86,,0.38,0.43,0.1,5.14,7.0,73.43
219,2005,,4.64,1.58,,0.46,0.49,0.04,5.63,7.21,78.09
219,2010,,3.98,1.65,,0.7,0.63,0.11,5.42,7.07,76.65
219,2015,0.16,2.45,2.85,0.39,0.74,0.42,0.05,3.65,6.5,56.14
219,2020,0.02,5.8,2,0.09,0.25,0.72,"<0,10",6.83,9.4,72.66
221,1995,,3.49,3.22,,0.57,0.71,0.1,4.87,8.09,60.2
221,2000,,3.24,3.45,,0.51,0.58,0.06,4.39,7.84,55.99
221,2005,,3.92,3.4,,0.9,1.98,0.02,6.82,10.22,66.73
221,2010,,2.97,2.7,,0.69,1.23,0.14,5.03,7.73,65.09
221,2015,,3.22,1.73,,1.35,0.57,0.08,5.22,6.95,75.09
221,2020,0.01,3.1,3,0.11,0.71,0.75,"<0,10",4.56,9.4,48.51
223,1995,,3.49,1.87,,0.45,0.66,0.06,4.66,6.53,71.36
223,2000,,3.49,1.43,,0.4,0.56,0.06,4.51,5.94,75.93
223,2005,,3.69,1.83,,0.33,0.65,0.03,4.7,6.53,71.98
223,2010,0.08,2.34,2.4,0.19,0.3,0.4,0.05,3.1,5.5,56.33
223,2015,0.09,2.2,2.1,0.28,0.55,0.31,0.05,3.1,5.2,59.63
223,2020,0.01,5.1,1.7,0.07,0.43,0.53,"<0,10",6.06,8.3,73.01
225,1995,0.95,0.75,3.75,1.07,0.11,0.08,0.03,0.97,4.72,20.55
225,2000,0.79,0.87,3.38,0.89,0.15,0.09,0.03,1.14,4.52,25.22
225,2005,0.86,0.86,3.75,1.0,0.24,0.09,0.04,1.23,4.98,24.7
225,2010,0.93,0.28,3.6,1.14,0.19,0.09,0.06,0.62,4.22,14.62
225,2015,1.24,0.3,4.43,1.56,0.12,0.18,0.05,0.64,5.07,12.69
225,2020,0.36,1.1,3.5,0.63,0.18,0.15,"<0,10",1.43,4.7,30.43
229,1995,,5.74,1.65,,0.47,0.49,0.06,6.76,8.41,80.38
229,2000,,5.49,1.6,,0.49,0.49,0.06,6.53,8.13,80.32
229,2005,,5.99,2.08,,0.44,0.49,0.03,6.95,9.03,76.97
229,2010,,4.47,1.35,,0.29,0.52,0.11,5.39,6.74,79.97
229,2015,,3.59,1.2,,0.51,0.15,0.07,4.32,5.52,78.26
229,2020,"<0,0022",7,1.2,7,0.1,0.47,"<0,10",7.57,12,63.08
231,1995,,2.0,3.3,,0.32,0.37,0.03,2.72,6.02,45.18
231,2000,,1.75,3.68,,0.18,0.35,0.03,2.31,5.99,38.56
231,2005,,1.91,3.6,,0.13,0.31,0.03,2.38,5.98,39.8
231,2010,0.21,1.25,3.0,0.37,0.31,0.26,0.08,1.89,4.89,38.7
231,2015,0.28,1.1,3.23,0.58,0.29,0.23,0.02,1.64,4.87,33.62
231,2020,"<0,0022",1.3,2.4,0.58,0.27,0.18,"<0,10",1.75,3,58.33
233,1995,0.51,1.37,3.75,0.65,0.43,0.37,0.03,2.2,5.95,36.97
233,2000,0.0,3.59,2.08,0.0,0.67,0.65,0.06,4.97,7.05,70.5
233,2005,,2.79,2.7,,0.7,0.7,0.03,4.22,6.92,60.98
233,2010,0.73,0.95,3.98,1.03,0.36,0.23,0.04,1.59,5.57,28.52
233,2015,0.39,1.34,3.98,0.81,0.37,0.41,0.03,2.16,6.14,35.23
233,2020,0.03,2.4,3.8,0.26,0.28,0.45,"<0,10",3.13,7.2,43.47
235,1995,0.1,5.24,2.62,0.28,0.25,0.99,0.1,6.58,9.2,71.52
235,2000,0.07,5.86,2.05,0.07,0.27,0.83,0.08,7.04,9.09,77.45
235,2005,,5.21,1.35,,0.38,0.18,0.02,5.79,7.14,81.09
235,2010,,3.86,1.95,,0.22,0.6,0.03,4.72,6.67,70.75
235,2015,0.17,2.32,2.7,0.35,0.38,0.2,0.02,2.92,5.62,51.92
235,2020,0.27,2.5,3.8,0.4,0.41,0.63,"<0,10",3.54,6,59
237,1995,0.14,2.87,3.45,0.26,0.36,0.34,0.03,3.6,7.05,51.06
237,2000,0.05,2.49,2.98,0.19,0.45,0.43,0.06,3.43,6.41,53.51
237,2005,0.21,2.02,4.2,0.37,0.36,0.22,0.01,2.61,6.81,38.33
237,2010,0.2,2.06,3.68,0.32,0.33,0.29,0.02,2.71,6.39,42.38
237,2015,0.91,0.98,4.5,1.28,0.12,0.32,0.03,1.44,5.94,24.23
237,2020,0.03,2.1,3.3,0.23,0.34,0.7,"<0,10",3.14,8.7,36.09
239,1995,,2.62,2.55,,0.42,0.25,0.03,3.32,5.87,56.56
239,2000,,3.07,2.33,,0.34,0.25,0.06,3.72,6.05,61.49
239,2005,,2.79,2.33,,0.24,0.28,0.09,3.4,5.73,59.34
