point_id,year,available ammonium nitrogen[NNH4 mg*kg-1],available magnesium [mg Mg*100g-1],available nitrate nitrogen [NNO3 mg*kg-1],available phosphorus [mg P2O5* 100g-1],available potassium [mg K2O*100g-1],available sulphur [mg S-SO4*100g-1]
377,2020,2.4,19.5,27.9,11.9,9.9,3.5
379,1995,,1.6,,15.7,14.0,2.5
379,2000,,1.8,,14.1,16.1,2.88
379,2005,,2.1,,12.1,12.8,2.68
379,2010,,3.2,,9.6,12.1,0.93
379,2015,8.99,2.3,3.92,7.0,15.6,0.35
379,2020,2.1,1.1,41.8,14.9,6.3,1.2
381,1995,,7.7,,60.0,29.9,1.63
381,2000,,6.3,,58.0,23.6,1.5
381,2005,,7.4,,68.9,26.6,2.0
381,2010,,7.7,,92.0,36.3,1.56
381,2015,12.84,8.5,3.56,55.0,29.4,0.81
381,2020,2.2,7.8,33.3,38.1,31.3,5.4
383,1995,,6.1,,12.8,3.1,1.25
383,2000,,7.3,,10.1,3.8,1.0
383,2005,,13.2,,8.2,4.1,1.0
383,2010,,9.8,,3.3,4.2,1.25
383,2015,9.82,10.1,5.06,3.3,5.7,0.62
383,2020,2.2,12.6,33.4,5.6,5.3,1.0
385,1995,,1.6,,13.0,6.5,1.25
385,2000,,1.2,,13.3,6.9,1.12
385,2005,,2.5,,12.0,10.0,0.84
385,2010,,0.94,,5.2,3.9,0.82
385,2015,5.88,0.5,"<1,00",5.7,3.5,0.46
385,2020,32.3,1.5,9.3,7.9,5.4,"<1,00"
387,1995,,8.0,,19.2,21.9,0.88
387,2000,,10.2,,16.7,18.1,1.0
387,2005,,12.2,,13.4,18.0,0.88
387,2010,,10.8,,11.6,15.6,0.84
387,2015,6.92,6.9,6.23,8.8,18.6,0.41
387,2020,2.3,2.9,12.4,11.2,10.7,2.4
389,1995,,7.8,,12.4,17.9,1.12
389,2000,,10.2,,15.0,20.0,0.88
389,2005,,8.5,,11.7,24.1,0.75
389,2010,,9.6,,13.9,22.4,0.88
389,2015,8.4,11.3,2.32,17.6,35.4,0.7
389,2020,2.4,8.4,7.1,16.9,23.6,6.1
393,1995,,7.8,,9.0,11.8,2.5
393,2000,,8.0,,6.7,7.7,2.65
393,2005,,7.6,,6.4,9.2,2.63
393,2010,,1.7,,8.6,6.3,1.03
393,2015,8.04,2.32,"<1,00",8.0,7.7,0.87
393,2020,3.0,8.1,38.7,8.9,17.2,2.2
395,1995,,10.6,,21.4,20.9,0.75
395,2000,,8.2,,17.4,16.3,1.0
395,2005,,11.8,,25.8,13.9,1.08
395,2010,,9.7,,14.6,12.5,0.81
395,2015,10.78,6.1,7.44,20.4,21.0,2.19
395,2020,2.4,4.9,25.5,12.2,8.3,3.6
397,1995,,6.4,,10.4,4.7,1.0
397,2000,,8.8,,8.2,6.6,0.75
397,2005,,10.5,,117.0,31.8,1.25
397,2010,,8.8,,155.0,32.1,1.2
397,2015,10.75,5.2,33.21,156.6,27.7,1.6
397,2020,14.2,6.1,36.3,14.0,19.5,3.1
399,1995,,10.2,,14.8,15.6,1.38
399,2000,,12.8,,10.7,13.2,1.0
399,2005,,11.6,,13.6,15.4,1.38
399,2010,,6.5,,10.6,4.5,0.88
399,2015,7.72,6.9,63.68,19.3,5.9,1.3
399,2020,3.1,3.7,21,28.2,11.5,"<1,00"
401,1995,,13.6,,59.5,8.5,1.5
401,2000,,12.0,,46.2,11.6,1.3
401,2005,,10.7,,38.6,14.8,1.38
401,2010,,5.6,,23.0,25.0,0.97
401,2015,9.54,4.1,1.38,21.1,14.2,0.45
401,2020,2.4,4.1,32.4,19.5,24.4,4.7
403,1995,,11.6,,28.0,40.1,1.75
403,2000,,10.8,,26.2,32.8,2.05
403,2005,,10.2,,21.8,45.6,1.88
403,2010,,9.9,,22.4,21.1,1.27
403,2015,9.83,8.0,35.81,17.9,11.6,0.52
403,2020,5.9,10.7,35.9,13.5,19.2,4.0
405,1995,,14.2,,72.5,29.7,1.54
405,2000,,12.1,,69.0,24.9,1.75
405,2005,,12.6,,50.4,18.9,1.25
405,2010,,11.8,,33.4,8.1,1.74
405,2015,6.96,8.3,12.95,7.7,22.7,1.18
405,2020,2.3,25.6,2.3,2.2,7.0,12.7
407,1995,,9.4,,36.0,26.8,0.95
407,2000,,11.0,,40.0,30.4,1.0
407,2005,,7.6,,40.7,23.4,0.75
407,2010,,17.7,,22.1,20.6,0.74
407,2015,9.64,15.5,9.93,15.8,22.7,0.95
407,2020,2.4,14.4,56.7,21.8,7.4,3.0
409,1995,,4.4,,16.2,16.4,1.88
409,2000,,6.3,,13.3,15.3,1.75
409,2005,,5.7,,12.8,22.6,1.53
409,2010,,17.2,,13.0,18.4,1.44
409,2015,9.46,13.3,"<1,00",10.8,7.9,1.23
409,2020,2.4,10.7,46.4,23.9,20.3,9.3
411,1995,,9.2,,53.5,25.5,1.5
411,2000,,11.0,,70.5,42.2,1.7
411,2005,,12.1,,142.0,26.2,1.31
411,2010,,17.4,,105.0,43.1,3.54
411,2015,17.92,13.7,13.16,42.7,23.5,2.62
411,2020,5,15.8,7.8,"<1,00",9.5,2.9
413,1995,,9.4,,16.4,29.6,1.75
413,2000,,10.7,,20.0,34.9,1.88
413,2005,,11.9,,24.9,25.9,1.45
413,2010,,11.0,,2.0,12.9,1.24
413,2015,9.12,9.0,3.07,2.5,10.8,0.64
413,2020,43.7,9.4,56.1,1.9,13.6,1.4
415,1995,,12.2,,56.0,22.7,1.13
415,2000,,11.8,,61.0,23.4,1.0
415,2005,,10.0,,65.0,18.6,1.13
415,2010,,13.7,,5.2,19.0,1.3
415,2015,8.0,11.3,"<1,00",3.2,20.3,0.8
415,2020,2.3,12.9,34.9,10.6,19.3,"<1,00"
417,1995,,6.4,,1.9,4.5,1.13
417,2000,,9.0,,1.4,7.0,1.13
417,2005,,9.9,,1.0,5.0,1.63
417,2010,,14.4,,2.1,22.1,1.0
417,2015,13.19,10.5,2.83,1.8,20.6,0.75
417,2020,7.2,16.9,39.9,9.1,7.8,3.3
419,1995,,5.6,,1.4,6.0,2.75
419,2000,,7.5,,1.6,6.8,2.63
419,2005,,6.6,,0.8,13.0,2.54
419,2010,,6.1,,3.0,17.1,1.22
419,2015,7.09,7.0,19.62,4.4,20.7,1.21
419,2020,7.5,11.3,55.4,5.2,15.0,3.8
421,1995,,9.4,,10.7,16.4,1.12
421,2000,,11.2,,13.9,18.2,0.88
421,2005,,10.4,,19.5,17.7,1.13
421,2010,,9.7,,11.8,16.4,1.03
421,2015,7.17,7.5,20.87,15.2,28.5,1.23
421,2020,2.4,10.0,21.1,15.3,18.0,2.1
423,1995,,10.6,,11.0,10.6,1.25
423,2000,,9.2,,7.8,13.3,0.98
423,2005,,10.2,,9.3,17.9,1.13
423,2010,,13.7,,4.6,17.8,0.8
423,2015,7.52,12.2,15.27,5.3,19.1,0.85
423,2020,2.4,11.2,36.5,6.3,10.0,1.7
425,1995,,6.6,,20.1,15.8,1.63
425,2000,,5.9,,16.3,13.0,1.43
425,2005,,6.0,,15.0,11.4,1.88
425,2010,,6.9,,3.2,9.6,1.1
425,2015,7.87,7.2,16.58,6.3,19.0,1.88
425,2020,2.5,7.4,37.7,21.0,38.4,1.4
427,1995,,23.5,,5.0,10.1,1.62
427,2000,,20.8,,8.3,18.9,1.62
427,2005,,20.5,,18.2,20.7,1.75
427,2010,,20.9,,2.8,8.1,0.99
427,2015,11.09,20.2,"<1,00",2.5,11.4,0.55
427,2020,5.1,17.9,29.6,1.3,4.9,"<1,00"
429,1995,,14.1,,7.8,31.2,1.62
429,2000,,17.5,,8.5,26.5,1.62
429,2005,,19.7,,7.8,34.7,1.88
429,2010,,16.3,,5.1,10.7,1.21
429,2015,10.87,13.9,19.48,6.2,25.9,0.85
429,2020,2.7,17.3,33.2,12.4,13.9,3.0
431,1995,,9.7,,5.1,11.8,1.25
431,2000,,11.6,,3.7,7.3,1.43
431,2005,,10.7,,4.4,10.3,1.08
431,2010,,18.9,,4.5,15.8,1.11
431,2015,10.07,14.9,"<1,00",2.9,15.1,0.65
431,2020,2.5,15.0,36.0,3.8,5.1,2.2
433,1995,,13.8,,18.0,10.1,1.75
433,2000,,16.5,,14.8,11.0,1.83
433,2005,,13.7,,15.7,13.4,1.63
433,2010,,20.1,,3.9,12.5,1.66
433,2015,11.34,15.4,2.25,3.2,14.0,0.74
433,2020,2.3,7.6,28.3,3.5,5.7,3.3
435,1995,,23.4,,5.3,11.5,2.62
435,2000,,25.4,,5.0,11.4,2.85
435,2005,,26.9,,14.0,33.1,2.38
435,2010,,35.8,,8.5,23.2,0.93
435,2015,13.24,30.0,1.95,8.1,22.3,0.49
435,2020,2.3,30.7,35.1,"<1,00",13.2,"<1,00"
437,1995,,10.3,,13.0,11.0,0.63
437,2000,,8.5,,10.8,14.3,0.63
437,2005,,10.1,,9.2,15.8,0.88
437,2010,,9.9,,8.4,15.4,0.7
437,2015,6.65,7.4,9.54,5.7,15.5,0.86
437,2020,2.4,14.2,65.2,3.4,10.0,2.8
439,1995,,9.4,,3.7,4.1,1.25
439,2000,,10.4,,3.7,7.8,0.95
439,2005,,12.2,,3.2,7.6,0.85
439,2010,,19.2,,2.3,11.5,1.02
439,2015,9.14,15.9,"<1,00",2.3,13.9,0.83
439,2020,2.2,12.7,17.0,5.0,10.8,2.9
441,1995,,17.5,,14.2,21.9,0.88
441,2000,,19.3,,14.1,21.9,1.08
441,2005,,22.2,,14.0,23.8,1.0
441,2010,,16.8,,12.7,29.9,1.1
441,2015,6.58,12.3,5.62,8.9,27.1,0.66
441,2020,2.4,10.8,35.5,14.3,25.3,3.6
443,1995,,15.4,,7.2,14.8,1.25
443,2000,,17.1,,5.3,15.7,1.0
443,2005,,24.9,,6.1,18.8,1.88
443,2010,,33.4,,4.1,22.7,0.77
443,2015,8.78,14.2,2.11,4.3,16.5,0.57
443,2020,2.4,27.8,56.3,6.8,32.6,3.4
445,1995,,6.9,,12.4,5.6,1.88
445,2000,,8.0,,15.8,8.4,1.88
445,2005,,10.7,,19.4,10.4,1.63
445,2010,,10.4,,9.4,11.2,0.8
445,2015,4.87,7.9,2.99,6.4,8.7,0.57
445,2020,2.4,10.6,14.0,18.9,7.3,3.1
447,1995,,9.3,,19.6,32.0,1.63
447,2000,,9.8,,18.5,28.9,1.63
447,2005,,10.1,,18.9,21.5,1.63
447,2010,,9.8,,37.5,31.0,0.95
447,2015,13.43,9.9,24.2,9.6,48.9,1.43
447,2020,2.5,5.7,37.8,7.0,25.8,1.7
449,1995,,10.20,,10.20,24.30,1.50
449,2000,,13.30,,7.40,19.20,1.38
449,2005,,19.50,,5.70,13.40,0.63
449,2010,,14.40,,7.60,31.30,1.30
449,2015,15.62,14.50,"<1,00",7.15,41.30,0.80
449,2020,37.2,12.7,37.2,21.4,8.0,1.2
