,Code,Name,lat,lon
131,252160220,"BRODNICA,Poland",53.258092, 19.3993626
132,253190210,"BRODNICA N/DRWĘCĄ,Poland",, None
133,252169997,"BRODY,Poland",51.7867086, 14.7743044
134,251210240,"BRODY IŁŻECKIE,Poland",51.0215143, 21.2002986
135,253180050,"BRODY POMORSKIE,Poland",53.86343, 18.75826
136,251140030,"BROŻEK (ZASIEKI),Poland",51.7195755, 14.6835144
137,253190330,"BRUDNICE,Poland",53.0735721, 19.8721474
138,250180180,"BRUSIEK,Poland",50.5851243, 18.8110989
139,254160010,"BRUSKOWO MAŁE,Poland",54.4887204, 16.8824856
140,254169999,"BRUSKOWO WIELKIE,Poland",54.4936547, 16.9125945
141,251239993,"BRUSS STARY,Poland",, None
142,252200190,"BRWINÓW,Poland",52.1425551, 20.7170701
143,252209995,"BRWINÓW,Poland",52.1425551, 20.7170701
144,250180250,"BRYNICA,Poland",50.3499995, 19.0522414
145,250170050,"BRZEG,Poland",50.8588648, 17.464124493778538
146,251160230,"BRZEG DOLNY,Poland",51.2691744, 16.7083805
147,249229993,"BRZEGI DOLNE,Poland",49.4426541, 22.6160093
148,249220130,"BRZEGI DOLNE,Poland",49.4426541, 22.6160093
149,252189987,"BRZEŚĆ KUJAWSKI,Poland",52.6048164, 18.9015463
150,251170170,"BRZEZIE,Poland",50.9359159, 21.0533424
151,249210020,"BRZEZINY,Poland",51.80066075, 19.74462059147693
152,253150240,"BRZEŹNIAK,Poland",50.9069723, 21.3442965
153,249190020,"BRZEŹNICA,Poland",50.5382918, 16.7314755
154,250219987,"BRZEŹNICA N/WISŁOKĄ,Poland",, None
155,249219997,"BRZOSTEK,Poland",49.8784697, 21.411865
156,252150320,"BRZOZA,Poland",50.9083307, 17.0032315
157,253190190,"BRZOZIE,Poland",53.3257145, 19.60188
158,249229994,"BRZOZÓW,Poland",49.6950395, 22.0196537
159,251219990,"BRZÓZA,Poland",51.6002614, 21.3465655
160,253190350,"BRZUZE,Poland",53.0536334, 19.2617851
161,251159984,"BUCHAŁÓW,Poland",51.9114816, 15.3649002
162,253179987,"BUCZEK MAŁY,Poland",50.5363271, 16.7013219
163,251150120,"BUCZYNA,Poland",51.5455019, 15.9059572
164,253190010,"BUCZYNIEC,Poland",50.6424092, 17.0522767
165,253190340,"BUCZYNIEC,Poland",50.6424092, 17.0522767
166,252159996,"BUDACHÓW,Poland",52.15218, 15.09045
167,250219992,"BUDY TUSZOWSKIE,Poland",50.3875, 21.6641667
168,251169997,"BUDZISZÓW MAŁY,Poland",51.0968708, 16.4619169
169,251160270,"BUDZISZÓW WIELKI,Poland",51.0897587, 16.4307283
170,249220020,"BUDZIWÓJ,Poland",49.9673568, 21.9825627
171,249199994,"BUDZÓW,Poland",50.5821639, 16.6940219
172,249220360,"BUKOWIEC,Poland",54.2883329, 20.4007718
173,254170070,"BUKOWINA,Poland",51.2106913, 17.1404313
174,249200480,"BUKOWINA TATRZAŃSKA,Poland",49.3423002, 20.1072586
175,250150260,"BUKÓWKA,Poland",50.9501445, 21.141585
176,251209996,"BUKÓWNO,Poland",51.5435562, 20.841584
177,253220160,"BURZYN,Poland",53.277754, 22.45417
178,353170240,"BYDGOSZCZ,Poland",53.1219648, 18.0002529
179,253180220,"BYDGOSZCZ,Poland",53.1219648, 18.0002529
180,253170260,"BYDGOSZCZ-SZWEDEROWO,Poland",53.11346455, 18.001011477474528
181,253170260,"BYDGOSZCZ-SZWEDEROWO,Poland",53.11346455, 18.001011477474528
182,250160550,"BYSTRZYCA KŁODZKA,Poland",50.2968684, 16.652017
183,250169985,"BYSTRZYCA KŁODZKA,Poland",50.2968684, 16.652017
184,253190320,"BYSZWAŁD,Poland",53.53243, 19.73969
185,250189975,"BYTOM,Poland",50.3470387, 18.9231857
186,251159989,"BYTOM ODRZAŃSKI,Poland",51.7308267, 15.826918
187,251150060,"CEBER,Poland",50.6855744, 21.2228354
188,251160330,"CEBER-KOZIE DOŁY,Poland",, None
189,254179993,"CECENOWO,Poland",54.64046, 17.54238
190,251189991,"CEKÓW,Poland",51.8964019, 18.2994541
191,251210280,"CELEJÓW,Poland",51.85953, 21.35797
192,252210230,"CELESTYNÓW,Poland",51.3667288, 21.6961065
193,251190260,"CHAJCZYNY,Poland",51.4674159, 19.109364
194,249180030,"CHAŁUPKI,Poland",50.5092265, 20.7980675
195,250199995,"CHECHŁO,Poland",50.3677296, 19.5126518
196,251230140,"CHEŁM,Poland",51.13558825, 23.49393641703079
197,250160290,"CHEŁMSKO ŚLĄSKIE,Poland",50.6672019, 16.0665097
198,251170190,"CHEŁSTÓW,Poland",51.33571, 17.498
199,251200170,"CHEŁSTY,Poland",52.9247675, 21.4339015
200,250209995,"CHMIELNIK,Poland",50.6145952, 20.7510406
201,250219994,"CHMIELÓW,Poland",51.0714236, 16.741181
202,251169993,"CHOBIENIA,Poland",51.5438322, 16.4486257
203,251150150,"CHOCIANÓW,Poland",51.4168327, 15.8986889
